gene_id	colors
LOC123810995	black
LOC123811023	grey
LOC123811030	brown
LOC123811034	turquoise
LOC123811038	grey
LOC123811056	red
LOC123811064	blue
LOC123811066	brown
LOC123811068	blue
LOC123811098	grey
LOC123811117	grey
LOC123811119	red
LOC123811157	grey
LOC123811173	grey
LOC123811186	green
LOC123811190	yellow
LOC123811201	turquoise
LOC123811209	grey
LOC123811211	blue
LOC123811219	blue
LOC123811227	turquoise
LOC123811244	grey
LOC123811261	blue
LOC123811275	turquoise
LOC123811326	blue
LOC123811350	grey
LOC123811351	grey
LOC123811375	turquoise
LOC123811376	grey
LOC123811377	grey
LOC123811409	grey
LOC123811426	grey
LOC123811437	grey
LOC123811458	grey
LOC123811477	yellow
LOC123811499	grey
LOC123811507	grey
LOC123811541	grey
LOC123811564	grey
LOC123811567	grey
LOC123811581	yellow
LOC123811584	green
LOC123811628	grey
LOC123811641	turquoise
LOC123811656	grey
LOC123811668	grey
LOC123811673	turquoise
LOC123811679	black
LOC123811685	grey
LOC123811686	grey
LOC123811705	pink
LOC123811715	grey
LOC123811719	grey
LOC123811721	blue
LOC123811734	yellow
LOC123811735	grey
LOC123811747	grey
LOC123811756	grey
LOC123811761	grey
LOC123811768	blue
LOC123811774	grey
LOC123811787	grey
LOC123811801	grey
LOC123811803	blue
LOC123811808	grey
LOC123811811	blue
LOC123811830	blue
LOC123811843	grey
LOC123811849	grey
LOC123811868	blue
LOC123811870	magenta
LOC123811885	yellow
LOC123811924	grey
LOC123811937	black
LOC123811941	blue
LOC123811955	blue
LOC123811964	grey
LOC123811973	turquoise
LOC123811996	grey
LOC123812009	grey
LOC123812031	brown
LOC123812032	grey
LOC123812055	grey
LOC123812060	grey
LOC123812077	grey
LOC123812116	brown
LOC123812121	grey
LOC123812128	grey
LOC123812169	grey
LOC123812180	grey
LOC123812187	brown
LOC123812210	grey
LOC123812232	grey
LOC123812242	grey
LOC123812243	grey
LOC123812246	grey
LOC123812256	grey
LOC123812262	grey
LOC123812263	grey
LOC123812264	grey
LOC123812267	grey
LOC123812268	red
LOC123812270	grey
LOC123812274	grey
LOC123812275	grey
LOC123812280	grey
LOC123812281	grey
LOC123812289	grey
LOC123812291	grey
LOC123812296	blue
LOC123812297	grey
LOC123812310	grey
LOC123812320	grey
LOC123812351	green
LOC123812355	turquoise
LOC123812367	blue
LOC123812375	grey
LOC123812381	black
LOC123812397	grey
LOC123812400	turquoise
LOC123812410	grey
LOC123812416	purple
LOC123812425	grey
LOC123812449	red
LOC123812499	grey
LOC123812548	blue
LOC123812574	grey
LOC123812591	grey
LOC123812621	grey
LOC123812622	grey
LOC123812633	turquoise
LOC123812652	blue
LOC123812672	grey
LOC123812704	yellow
LOC123812723	turquoise
LOC123812748	grey
LOC123812755	blue
LOC123812789	blue
LOC123812803	turquoise
LOC123812804	grey
LOC123812812	grey
LOC123812829	grey
LOC123812832	grey
LOC123812833	turquoise
LOC123812866	turquoise
LOC123812872	grey
LOC123812886	blue
LOC123812893	black
LOC123812904	grey
LOC123812908	turquoise
LOC123812909	grey
LOC123812922	grey
LOC123812923	grey
LOC123812930	grey
LOC123812961	grey
LOC123812977	grey
LOC123813002	grey
LOC123813005	brown
LOC123813010	brown
LOC123813019	brown
LOC123813025	turquoise
LOC123813066	pink
LOC123813080	grey
LOC123813082	yellow
LOC123813103	grey
LOC123813105	purple
LOC123813107	grey
LOC123813119	red
LOC123813132	grey
LOC123813136	grey
LOC123813137	grey
LOC123813142	grey
LOC123813143	grey
LOC123813144	grey
LOC123813145	grey
LOC123813146	grey
LOC123813147	grey
LOC123813176	grey
LOC123813177	blue
LOC123813179	brown
LOC123813191	grey
LOC123813224	grey
LOC123813231	turquoise
LOC123813233	blue
LOC123813244	grey
LOC123813251	blue
LOC123813262	grey
LOC123813263	grey
LOC123813264	grey
LOC123813270	grey
LOC123813274	grey
LOC123813288	green
LOC123813292	blue
LOC123813294	grey
LOC123813297	grey
LOC123813305	grey
LOC123813306	grey
LOC123813307	blue
LOC123813308	grey
LOC123813312	grey
LOC123813343	grey
LOC123813348	blue
LOC123813352	blue
LOC123813359	blue
LOC123813372	red
LOC123813377	grey
LOC123813380	yellow
LOC123813381	grey
LOC123813382	grey
LOC123813383	blue
LOC123813386	grey
LOC123813387	grey
LOC123813388	blue
LOC123813389	grey
LOC123813392	blue
LOC123813396	blue
LOC123813397	blue
LOC123813399	blue
LOC123813402	grey
LOC123813408	green
LOC123813409	blue
LOC123813411	blue
LOC123813489	magenta
LOC123813521	blue
LOC123813525	blue
LOC123813531	black
LOC123813535	blue
LOC123813553	brown
LOC123813567	grey
LOC123813576	grey
LOC123813593	grey
LOC123813595	grey
LOC123813599	brown
LOC123813600	grey
LOC123813606	grey
LOC123813617	magenta
LOC123813621	turquoise
LOC123813641	grey
LOC123813674	grey
LOC123813697	brown
LOC123813704	grey
LOC123813711	grey
LOC123813752	red
LOC123813780	grey
LOC123813817	grey
LOC123813826	grey
LOC123813843	yellow
LOC123813846	grey
LOC123813848	grey
LOC123813854	red
LOC123813856	red
LOC123813908	turquoise
LOC123813913	grey
LOC123813927	red
LOC123813959	brown
LOC123813969	brown
LOC123813999	blue
LOC123814006	grey
LOC123814010	grey
LOC123814023	grey
LOC123814043	grey
LOC123814050	grey
LOC123814062	blue
LOC123814065	grey
LOC123814090	grey
LOC123814115	turquoise
LOC123814119	red
LOC123814120	grey
LOC123814150	blue
LOC123814209	grey
LOC123814218	grey
LOC123814226	grey
LOC123814242	grey
LOC123814246	grey
LOC123814252	grey
LOC123814253	blue
LOC123814254	grey
LOC123814263	grey
LOC123814276	grey
LOC123814290	blue
LOC123814295	grey
LOC123814305	grey
LOC123814343	grey
LOC123814380	grey
LOC123814396	grey
LOC123814404	grey
LOC123814413	grey
LOC123814423	grey
LOC123814434	brown
LOC123814435	turquoise
LOC123814449	grey
LOC123814463	grey
LOC123814470	grey
LOC123814471	grey
LOC123814475	grey
LOC123814497	grey
LOC123814503	grey
LOC123814513	red
LOC123814576	grey
LOC123814613	grey
LOC123814618	grey
LOC123814625	grey
LOC123814634	grey
LOC123814636	turquoise
LOC123814638	black
LOC123814640	black
LOC123814641	grey
LOC123814645	brown
LOC123814647	grey
LOC123814648	grey
LOC123814649	grey
LOC123814650	grey
LOC123814655	grey
LOC123814674	turquoise
LOC123814703	grey
LOC123814734	blue
LOC123814736	grey
LOC123814752	yellow
LOC123814769	grey
LOC123814776	blue
LOC123814795	grey
LOC123814808	grey
LOC123814837	blue
LOC123814845	grey
LOC123814860	brown
LOC123814903	grey
LOC123814909	grey
LOC123814926	brown
LOC123814935	grey
LOC123814936	grey
LOC123814943	grey
LOC123814945	grey
LOC123814951	grey
LOC123814952	grey
LOC123814969	grey
LOC123814970	grey
LOC123814971	blue
LOC123814972	brown
LOC123814980	blue
LOC123815013	brown
LOC123815023	grey
LOC123815037	blue
LOC123815049	blue
LOC123815050	grey
LOC123815080	grey
LOC123815108	blue
LOC123815109	blue
LOC123815125	grey
LOC123815126	magenta
LOC123815141	brown
LOC123815148	turquoise
LOC123815154	blue
LOC123815156	blue
LOC123815158	blue
LOC123815161	grey
LOC123815166	turquoise
LOC123815167	turquoise
LOC123815174	blue
LOC123815178	blue
LOC123815181	grey
LOC123815185	blue
LOC123815187	blue
LOC123815191	grey
LOC123815192	grey
LOC123815200	grey
LOC123815204	blue
LOC123815206	grey
LOC123815208	grey
LOC123815220	blue
LOC123815225	grey
LOC123815226	blue
LOC123815242	yellow
LOC123815244	blue
LOC123815251	grey
LOC123815262	magenta
LOC123815263	blue
LOC123815264	blue
LOC123815298	blue
LOC123815303	green
LOC123815330	grey
LOC123815332	grey
LOC123815380	grey
LOC123815381	grey
LOC123815401	grey
LOC123815402	grey
LOC123815408	brown
LOC123815412	grey
LOC123815414	grey
LOC123815416	yellow
LOC123815418	grey
LOC123815419	grey
LOC123815421	grey
LOC123815427	grey
LOC123815428	grey
LOC123815435	grey
LOC123815438	grey
LOC123815439	grey
LOC123815442	blue
LOC123815448	grey
LOC123815452	grey
LOC123815455	grey
LOC123815460	grey
LOC123815461	grey
LOC123815468	green
LOC123815469	green
LOC123815470	green
LOC123815476	grey
LOC123815490	grey
LOC123815491	blue
LOC123815493	yellow
LOC123815496	blue
LOC123815498	blue
LOC123815500	blue
LOC123815502	blue
LOC123815503	blue
LOC123815508	blue
LOC123815509	blue
LOC123815510	blue
LOC123815511	blue
LOC123815512	blue
LOC123815516	turquoise
LOC123815517	grey
LOC123815518	grey
LOC123815519	grey
LOC123815531	grey
LOC123815533	turquoise
LOC123815535	red
LOC123815545	grey
LOC123815554	turquoise
LOC123815566	purple
LOC123815587	grey
LOC123815597	grey
LOC123815609	brown
LOC123815620	brown
LOC123815713	black
LOC123815717	grey
LOC123815742	brown
LOC123815756	grey
LOC123815765	grey
LOC123815774	red
LOC123815780	yellow
LOC123815782	brown
LOC123815788	magenta
LOC123815845	grey
LOC123815846	grey
LOC123815847	grey
LOC123815865	turquoise
LOC123815873	grey
LOC123815886	grey
LOC123815923	grey
LOC123815959	turquoise
LOC123815965	magenta
LOC123815971	turquoise
LOC123815974	grey
LOC123815977	blue
LOC123815992	grey
LOC123815993	grey
LOC123815994	brown
LOC123815998	grey
LOC123816000	grey
LOC123816001	grey
LOC123816002	grey
LOC123816006	purple
LOC123816015	grey
LOC123816030	yellow
LOC123816033	blue
LOC123816038	turquoise
LOC123816039	yellow
LOC123816041	blue
LOC123816048	grey
LOC123816049	green
LOC123816054	grey
LOC123816055	grey
LOC123816057	turquoise
LOC123816065	grey
LOC123816066	blue
LOC123816076	brown
LOC123816080	black
LOC123816081	blue
LOC123816082	grey
LOC123816085	turquoise
LOC123816089	blue
LOC123816091	brown
LOC123816094	yellow
LOC123816105	brown
LOC123816110	green
LOC123816111	yellow
LOC123816117	grey
LOC123816130	grey
LOC123816144	turquoise
LOC123816189	blue
LOC123816204	brown
LOC123816210	turquoise
LOC123816212	grey
LOC123816221	brown
LOC123816264	yellow
LOC123816282	grey
LOC123816284	grey
LOC123816286	grey
LOC123816288	grey
LOC123816290	grey
LOC123816292	grey
LOC123816294	grey
LOC123816316	grey
LOC123816319	grey
LOC123816338	green
LOC123816339	green
LOC123816344	grey
LOC123816364	red
LOC123816365	yellow
LOC123816372	yellow
LOC123816379	grey
LOC123816380	blue
LOC123816391	grey
LOC123816401	brown
LOC123816402	turquoise
LOC123816403	grey
LOC123816438	green
LOC123816439	grey
LOC123816447	red
LOC123816448	grey
LOC123816459	turquoise
LOC123816467	turquoise
LOC123816468	grey
LOC123816495	grey
LOC123816498	turquoise
LOC123816519	green
LOC123816542	green
LOC123816554	grey
LOC123816557	grey
LOC123816583	grey
LOC123816584	grey
LOC123816597	grey
LOC123816605	grey
LOC123816606	grey
LOC123816607	grey
LOC123816657	turquoise
LOC123816675	blue
LOC123816679	yellow
LOC123816696	grey
LOC123816702	grey
LOC123816719	green
LOC123816735	turquoise
LOC123816757	turquoise
LOC123816758	blue
LOC123816762	blue
LOC123816763	green
LOC123816773	red
LOC123816774	brown
LOC123816787	grey
LOC123816789	grey
LOC123816802	grey
LOC123816812	green
LOC123816815	turquoise
LOC123816831	blue
LOC123816833	brown
LOC123816853	grey
LOC123816883	grey
LOC123816922	grey
LOC123816932	turquoise
LOC123816940	purple
LOC123816941	grey
LOC123816943	blue
LOC123816945	blue
LOC123816946	blue
LOC123816947	blue
LOC123816948	grey
LOC123816950	grey
LOC123816964	grey
LOC123816978	grey
LOC123816992	grey
LOC123817027	yellow
LOC123817064	grey
LOC123817073	grey
LOC123817091	yellow
LOC123817094	turquoise
LOC123817100	grey
LOC123817133	grey
LOC123817158	yellow
LOC123817199	grey
LOC123817203	magenta
LOC123817205	turquoise
LOC123817210	grey
LOC123817222	brown
LOC123817233	green
LOC123817253	grey
LOC123817258	blue
LOC123817261	brown
LOC123817280	brown
LOC123817285	brown
LOC123817286	grey
LOC123817299	grey
LOC123817310	grey
LOC123817313	grey
LOC123817333	grey
LOC123817335	blue
LOC123817341	grey
LOC123817363	grey
LOC123817376	blue
LOC123817384	blue
LOC123817392	blue
LOC123817409	green
LOC123817410	grey
LOC123817423	turquoise
LOC123817425	turquoise
LOC123817439	blue
LOC123817445	grey
LOC123817446	grey
LOC123817453	grey
LOC123817455	grey
LOC123817466	grey
LOC123817475	yellow
LOC123817476	grey
LOC123817487	turquoise
LOC123817497	grey
LOC123817505	blue
LOC123817517	grey
LOC123817518	blue
LOC123817519	blue
LOC123817530	grey
LOC123817532	blue
LOC123817533	yellow
LOC123817556	grey
LOC123817565	turquoise
LOC123817567	green
LOC123817568	grey
LOC123817569	grey
LOC123817571	turquoise
LOC123817597	grey
LOC123817605	black
LOC123817622	grey
LOC123817623	grey
LOC123817624	blue
LOC123817625	blue
LOC123817628	grey
LOC123817629	grey
LOC123817643	grey
LOC123817654	red
LOC123817655	brown
LOC123817702	grey
LOC123817719	grey
LOC123817773	grey
LOC123817774	grey
LOC123817775	grey
LOC123817776	grey
LOC123817778	brown
LOC123817779	grey
LOC123817780	grey
LOC123817782	grey
LOC123817783	grey
LOC123817785	grey
LOC123817787	grey
LOC123817788	grey
LOC123817789	grey
LOC123817791	blue
LOC123817793	grey
LOC123817796	grey
LOC123817797	purple
LOC123817800	grey
LOC123817806	brown
LOC123817814	green
LOC123817815	green
LOC123817816	blue
LOC123817817	grey
LOC123817818	blue
LOC123817819	grey
LOC123817827	brown
LOC123817836	grey
LOC123817842	grey
LOC123817844	purple
LOC123817847	grey
LOC123817849	grey
LOC123817873	pink
LOC123817875	turquoise
LOC123817878	grey
LOC123817880	blue
LOC123817881	blue
LOC123817883	blue
LOC123817884	blue
LOC123817885	grey
LOC123817890	blue
LOC123817891	blue
LOC123817895	grey
LOC123817896	brown
LOC123817897	turquoise
LOC123817898	grey
LOC123817909	turquoise
LOC123817910	grey
LOC123817926	black
LOC123817927	green
LOC123817928	green
LOC123817929	black
LOC123817930	grey
LOC123817931	brown
LOC123817932	blue
LOC123817934	brown
LOC123817936	brown
LOC123817948	grey
LOC123817954	grey
LOC123817955	brown
LOC123817964	grey
LOC123817987	brown
LOC123817989	brown
LOC123817991	grey
LOC123818002	brown
LOC123818005	brown
LOC123818006	brown
LOC123818010	brown
LOC123818015	blue
LOC123818035	grey
LOC123818045	grey
LOC123818046	grey
LOC123818075	brown
LOC123818095	grey
LOC123818103	blue
LOC123818108	turquoise
LOC123818117	grey
LOC123818120	grey
LOC123818121	grey
LOC123818128	grey
LOC123818133	grey
LOC123818164	turquoise
LOC123818198	red
LOC123818200	grey
LOC123818204	grey
LOC123818205	grey
LOC123818206	grey
LOC123818207	grey
LOC123818210	grey
LOC123818211	grey
LOC123818212	grey
LOC123818213	grey
LOC123818217	grey
LOC123818223	turquoise
LOC123818224	grey
LOC123818232	grey
LOC123818233	blue
LOC123818236	blue
LOC123818243	blue
LOC123818245	grey
LOC123818246	grey
LOC123818247	grey
LOC123818249	blue
LOC123818250	blue
LOC123818264	red
LOC123818271	grey
LOC123818274	grey
LOC123818275	blue
LOC123818293	grey
LOC123818297	blue
LOC123818319	grey
LOC123818321	grey
LOC123818388	blue
LOC123818394	brown
LOC123818399	pink
LOC123818400	grey
LOC123818404	grey
LOC123818406	grey
LOC123818409	brown
LOC123818446	grey
LOC123818450	grey
LOC123818466	green
LOC123818467	grey
LOC123818491	turquoise
LOC123818497	blue
LOC123818506	brown
LOC123818526	green
LOC123818550	grey
LOC123818573	blue
LOC123818577	grey
LOC123818582	grey
LOC123818583	grey
LOC123818584	grey
LOC123818585	grey
LOC123818587	grey
LOC123818588	grey
LOC123818590	brown
LOC123818592	grey
LOC123818593	grey
LOC123818594	blue
LOC123818595	grey
LOC123818596	blue
LOC123818597	brown
LOC123818598	grey
LOC123818599	grey
LOC123818600	brown
LOC123818635	grey
LOC123818641	grey
LOC123818647	grey
LOC123818740	grey
LOC123818755	blue
LOC123818768	turquoise
LOC123818776	grey
LOC123818777	turquoise
LOC123818779	blue
LOC123818782	yellow
LOC123818784	blue
LOC123818791	grey
LOC123818792	grey
LOC123818803	grey
LOC123818823	grey
LOC123818837	grey
LOC123818840	turquoise
LOC123818844	grey
LOC123818847	grey
LOC123818865	grey
LOC123818882	grey
LOC123818883	blue
LOC123818886	grey
LOC123818895	grey
LOC123818925	yellow
LOC123818928	brown
LOC123818942	brown
LOC123818950	turquoise
LOC123818957	blue
LOC123818958	grey
LOC123818964	grey
LOC123818980	grey
LOC123818983	green
LOC123818985	grey
LOC123818991	grey
LOC123818994	grey
LOC123818996	grey
LOC123818997	grey
LOC123819006	grey
LOC123819007	grey
LOC123819008	grey
LOC123819014	grey
LOC123819018	grey
LOC123819019	grey
LOC123819030	grey
LOC123819037	grey
LOC123819058	grey
LOC123819075	grey
LOC123819089	grey
LOC123819112	grey
LOC123819115	turquoise
LOC123819123	grey
LOC123819152	grey
LOC123819156	grey
LOC123819178	grey
LOC123819179	red
LOC123819180	red
LOC123819186	grey
LOC123819187	turquoise
LOC123819189	blue
LOC123819198	green
LOC123819199	green
LOC123819201	green
LOC123819202	green
LOC123819203	grey
LOC123819204	green
LOC123819206	green
LOC123819209	grey
LOC123819210	grey
LOC123819249	grey
LOC123819250	green
LOC123819252	grey
LOC123819265	blue
LOC123819266	blue
LOC123819267	blue
LOC123819320	blue
LOC123819321	blue
LOC123819332	brown
LOC123819337	brown
LOC123819351	grey
LOC123819354	grey
LOC123819355	grey
LOC123819360	grey
LOC123819361	blue
LOC123819375	red
LOC123819376	grey
LOC123819378	grey
LOC123819381	yellow
LOC123819382	brown
LOC123819383	blue
LOC123819384	grey
LOC123819385	brown
LOC123819388	grey
LOC123819390	grey
LOC123819391	green
LOC123819392	grey
LOC123819393	brown
LOC123819394	grey
LOC123819395	grey
LOC123819397	blue
LOC123819400	blue
LOC123819404	grey
LOC123819410	grey
LOC123819411	blue
LOC123819415	grey
LOC123819418	blue
LOC123819422	grey
LOC123819423	brown
LOC123819472	blue
LOC123819492	brown
LOC123819495	brown
LOC123819498	yellow
LOC123819504	grey
LOC123819506	brown
LOC123819514	green
LOC123819515	blue
LOC123819516	grey
LOC123819530	brown
LOC123819537	grey
LOC123819538	brown
LOC123819541	grey
LOC123819551	grey
LOC123819556	grey
LOC123819568	grey
LOC123819569	grey
LOC123819583	grey
LOC123819587	turquoise
LOC123819593	grey
LOC123819634	grey
LOC123819662	grey
LOC123819669	grey
LOC123819672	grey
LOC123819693	turquoise
LOC123819708	grey
LOC123819724	turquoise
LOC123819730	blue
LOC123819749	blue
LOC123819752	blue
LOC123819792	blue
LOC123819835	grey
LOC123819899	blue
LOC123819902	blue
LOC123819905	green
LOC123819926	grey
LOC123819930	blue
LOC123819943	grey
LOC123819956	blue
LOC123819986	grey
LOC123819989	grey
LOC123819997	grey
LOC123820004	grey
LOC123820016	grey
LOC123820047	grey
LOC123820070	grey
LOC123820072	grey
LOC123820080	turquoise
LOC123820097	grey
LOC123820098	grey
LOC123820103	grey
LOC123820119	blue
LOC123820136	blue
LOC123820137	magenta
LOC123820138	grey
LOC123820178	grey
LOC123820182	blue
LOC123820185	grey
LOC123820213	magenta
LOC123820215	grey
LOC123820221	grey
LOC123820233	blue
LOC123820248	blue
LOC123820249	blue
LOC123820251	red
LOC123820255	grey
LOC123820270	grey
LOC123820273	grey
LOC123820282	grey
LOC123820296	blue
LOC123820297	grey
LOC123820303	turquoise
LOC123820314	grey
LOC123820321	grey
LOC123820343	blue
LOC123820347	grey
LOC123820351	grey
LOC123820360	blue
LOC123820361	turquoise
LOC123820364	grey
LOC123820366	brown
LOC123820367	grey
LOC123820369	grey
LOC123820370	grey
LOC123820374	brown
LOC123820386	brown
LOC123820387	red
LOC123820391	brown
LOC123820392	grey
LOC123820398	grey
LOC123820422	grey
LOC123820427	grey
LOC123820443	blue
LOC123820457	grey
LOC123820465	grey
LOC123820484	grey
LOC123820490	grey
LOC123820491	grey
LOC123820508	grey
LOC123820522	grey
LOC123820528	grey
LOC123820529	green
LOC123820532	brown
LOC123820537	turquoise
LOC123820543	grey
LOC123820545	blue
LOC123820546	blue
LOC123820571	grey
LOC123820601	grey
LOC123820625	grey
LOC123820639	black
LOC123820641	grey
LOC123820644	grey
LOC123820661	grey
LOC123820663	grey
LOC123820664	grey
LOC123820691	grey
LOC123820758	blue
LOC123820761	grey
LOC123820762	blue
LOC123820767	blue
LOC123820774	grey
LOC123820780	blue
LOC123820789	red
LOC123820792	grey
LOC123820800	grey
LOC123820809	grey
LOC123820813	grey
LOC123820817	grey
LOC123820823	grey
LOC123820824	grey
LOC123820829	grey
LOC123820843	grey
LOC123820863	turquoise
LOC123820886	grey
LOC123820900	pink
LOC123820915	turquoise
LOC123820925	purple
LOC123821001	grey
LOC123821009	grey
LOC123821018	grey
LOC123821038	blue
LOC123821078	grey
LOC123821101	grey
LOC123821125	grey
LOC123821129	purple
LOC123821142	grey
LOC123821156	blue
LOC123821157	grey
LOC123821162	grey
LOC123821197	magenta
LOC123821198	grey
LOC123821199	grey
LOC123821201	grey
LOC123821219	blue
LOC123821226	brown
LOC123821232	grey
LOC123821235	magenta
LOC123821242	grey
LOC123821245	grey
LOC123821289	grey
LOC123821291	grey
LOC123821301	purple
LOC123821306	grey
LOC123821314	grey
LOC123821326	grey
LOC123821338	grey
LOC123821340	blue
LOC123821383	red
LOC123821388	grey
LOC123821404	grey
LOC123821435	turquoise
LOC123821499	grey
LOC123821515	grey
LOC123821517	red
LOC123821553	turquoise
LOC123821555	turquoise
LOC123821576	grey
LOC123821593	blue
LOC123821595	blue
LOC123821600	grey
LOC123821603	brown
LOC123821617	blue
LOC123821641	black
LOC123821642	brown
LOC123821643	brown
LOC123821650	blue
LOC123821656	turquoise
LOC123821667	brown
LOC123821677	green
LOC123821714	grey
LOC123821736	blue
LOC123821739	blue
LOC123821759	grey
LOC123821784	grey
LOC123821787	grey
LOC123821788	blue
LOC123821789	grey
LOC123821799	turquoise
LOC123821817	grey
LOC123821829	turquoise
LOC123821836	turquoise
LOC123821847	grey
LOC123821869	grey
LOC123821876	grey
LOC123821898	turquoise
LOC123821900	blue
LOC123821930	grey
LOC123821936	grey
LOC123821939	grey
LOC123821946	turquoise
LOC123821951	turquoise
LOC123821956	grey
LOC123821983	grey
LOC123821987	grey
LOC123821998	grey
LOC123822000	grey
LOC123822001	blue
LOC123822007	grey
LOC123822044	grey
LOC123822051	turquoise
LOC123822053	grey
LOC123822054	grey
LOC123822055	blue
LOC123822058	grey
LOC123822062	grey
LOC123822136	grey
LOC123822142	grey
LOC123822146	turquoise
LOC123822197	grey
LOC123822199	green
LOC123822203	grey
LOC123822207	grey
LOC123822214	green
LOC123822217	turquoise
LOC123822242	grey
LOC123822274	brown
LOC123822278	grey
LOC123822297	grey
LOC123822298	grey
LOC123822301	grey
LOC123822302	brown
LOC123822305	grey
LOC123822309	grey
LOC123822312	grey
LOC123822315	grey
LOC123822318	grey
LOC123822322	grey
LOC123822325	grey
LOC123822328	grey
LOC123822331	grey
LOC123822334	grey
LOC123822335	grey
LOC123822337	grey
LOC123822349	grey
LOC123822363	grey
LOC123822370	grey
LOC123822398	green
LOC123822419	grey
LOC123822428	grey
LOC123822429	grey
LOC123822430	brown
LOC123822434	brown
LOC123822441	grey
LOC123822492	blue
LOC123822515	grey
LOC123822519	blue
LOC123822545	grey
LOC123822550	grey
LOC123822556	grey
LOC123822559	grey
LOC123822567	grey
LOC123822586	grey
LOC123822590	grey
LOC123822604	turquoise
LOC123822608	grey
LOC123822610	grey
LOC123822611	grey
LOC123822615	green
LOC123822618	purple
LOC123822626	grey
LOC123822628	red
LOC123822631	grey
LOC123822633	grey
LOC123822635	grey
LOC123822661	turquoise
LOC123822666	purple
LOC123822671	grey
LOC123822729	grey
LOC123822738	blue
LOC123822739	grey
LOC123822740	green
LOC123822755	grey
LOC123822768	grey
LOC123822774	turquoise
LOC123822794	brown
LOC123822799	grey
LOC123822800	grey
LOC123822804	grey
LOC123822807	grey
LOC123822816	turquoise
LOC123822820	turquoise
LOC123822837	brown
LOC123822838	grey
LOC123822856	green
LOC123822857	grey
LOC123822859	grey
LOC123822862	grey
LOC123822866	brown
LOC123822872	blue
LOC123822890	blue
LOC123822891	blue
LOC123822892	blue
LOC123822893	grey
LOC123822894	blue
LOC123822899	blue
LOC123822906	magenta
LOC123822911	grey
LOC123822923	grey
LOC123822968	grey
LOC123822970	blue
LOC123822980	blue
LOC123822992	grey
LOC123822996	grey
LOC123822998	blue
LOC123822999	blue
LOC123823022	turquoise
LOC123823024	grey
LOC123823028	grey
LOC123823029	grey
LOC123823032	blue
LOC123823048	red
LOC123823056	grey
LOC123823060	red
LOC123823065	grey
LOC123823068	grey
LOC123823071	blue
LOC123823141	grey
LOC123823145	grey
LOC123823147	grey
LOC123823149	turquoise
LOC123823168	grey
LOC123823169	yellow
LOC123823170	yellow
LOC123823172	brown
LOC123823186	green
LOC123823188	grey
LOC123823206	green
LOC123823214	grey
LOC123823215	grey
LOC123823220	grey
LOC123823222	turquoise
LOC123823231	blue
LOC123823232	grey
LOC123823244	grey
LOC123823262	brown
LOC123823281	yellow
LOC123823282	green
LOC123823284	grey
LOC123823285	grey
LOC123823286	grey
LOC123823306	blue
LOC123823310	grey
LOC123823329	yellow
LOC123823338	grey
LOC123823341	turquoise
LOC123823350	yellow
LOC123823360	red
LOC123823365	purple
LOC123823373	grey
LOC123823391	yellow
LOC123823419	grey
LOC123823422	grey
LOC123823444	magenta
LOC123823449	grey
LOC123823461	red
LOC123823474	grey
LOC123823511	blue
LOC123823512	grey
LOC123823513	red
LOC123823519	grey
LOC123823532	turquoise
LOC123823537	grey
LOC123823538	grey
LOC123823594	blue
LOC123823609	grey
LOC123823613	yellow
LOC123823617	grey
LOC123823618	grey
LOC123823619	red
LOC123823621	grey
LOC123823622	grey
LOC123823624	grey
LOC123823625	grey
LOC123823631	grey
LOC123823637	grey
LOC123823638	turquoise
LOC123823639	purple
LOC123823641	yellow
LOC123823648	brown
LOC123823653	brown
LOC123823657	brown
LOC123823663	grey
LOC123823668	grey
LOC123823672	grey
LOC123823703	grey
LOC123823706	grey
LOC123823709	red
LOC123823712	grey
LOC123823715	grey
LOC123823721	magenta
LOC123823723	magenta
LOC123823736	grey
LOC123823737	grey
LOC123823748	grey
LOC123823751	grey
LOC123823755	grey
LOC123823782	turquoise
LOC123823794	grey
LOC123823798	grey
LOC123823799	grey
LOC123823816	grey
LOC123823825	magenta
LOC123823829	blue
LOC123823831	grey
LOC123823834	purple
LOC123823879	grey
LOC123823905	grey
LOC123823911	blue
LOC123823919	grey
LOC123823921	grey
LOC123823932	grey
LOC123823937	grey
LOC123823941	black
LOC123823942	grey
LOC123823947	grey
LOC123823954	grey
LOC123823982	red
LOC123824037	grey
LOC123824040	grey
LOC123824041	grey
LOC123824048	red
LOC123824053	brown
LOC123824057	purple
LOC123824058	turquoise
LOC123824072	grey
LOC123824079	grey
LOC123824089	grey
LOC123824091	grey
LOC123824093	grey
LOC123824094	grey
LOC123824096	grey
LOC123824098	blue
LOC123824101	grey
LOC123824102	grey
LOC123824103	grey
LOC123824104	brown
LOC123824105	brown
LOC123824107	brown
LOC123824123	grey
LOC123824133	grey
LOC123824134	black
LOC123824135	black
LOC123824137	black
LOC123824142	blue
LOC123824155	blue
LOC123824156	grey
LOC123824157	grey
LOC123824171	brown
LOC123824180	brown
LOC123824182	brown
LOC123824187	brown
LOC123824188	black
LOC123824192	red
LOC123824200	grey
LOC123824203	grey
LOC123824207	grey
LOC123824209	grey
LOC123824212	grey
LOC123824217	grey
LOC123824218	grey
LOC123824219	turquoise
LOC123824221	grey
LOC123824222	grey
LOC123824228	blue
LOC123824243	blue
LOC123824244	grey
LOC123824272	blue
LOC123824307	grey
LOC123824324	green
