"","BabProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"3557","XP_003910734","FDXACB1",105.532729310275,-0.257419072093847,0.0400927736596873,-6.42058527251953,1.35751401431603e-10,5.16830395362583e-10,TRUE,"3J6MP","FDXACB1","FDXACB1_3J6MP"
"3559","XP_003910740","HSPB2",0.941234031042573,0.354799070754318,0.504747982868138,0.702923206821427,0.482103607889805,0.600132313312856,FALSE,"3J9ZG","HSPB2","HSPB2_3J9ZG"
"3564","XP_003910775","ZW10",165.599153166555,-0.136699152609528,0.0391780085875898,-3.4891807301515,0.000484503450675161,0.00115725779145844,TRUE,"3J9NK","ZW10","ZW10_3J9NK"
"3566","XP_003910793","PCSK7",567.766264122197,0.121787898713293,0.0291874705845367,4.17260887203483,3.01131627793802e-05,8.0703276248739e-05,TRUE,"3J5NI","PCSK7","PCSK7_3J5NI"
"3569","XP_003910806","RNF214",136.17599264633,0.0638155769591649,0.0355516685472853,1.79500933618031,0.0726522124540926,0.122752749979104,FALSE,"3JC5S","RNF214","RNF214_3JC5S"
"3570","XP_003910817","IL10RA",5863.71521728517,-0.756558903986714,0.0521523291215615,-14.5067136354209,1.09859220327549e-47,1.22389636770327e-46,TRUE,"3J598","IL10RA","IL10RA_3J598"
"3572","XP_003910825","CD3E",2716.88188100379,0.165047209818684,0.0307994971999977,5.3587631235323,8.37936323106221e-08,2.70855904305862e-07,TRUE,"3JGQB","CD3E","CD3E_3JGQB"
"3575","XP_003910837","ARCN1",2002.38416148747,-0.131835337630259,0.0251270208285689,-5.24675561538774,1.548010198249e-07,4.93426957752707e-07,TRUE,"3JD5F","ARCN1","ARCN1_3JD5F"
"3577","XP_003910843","CXCR5",757.200853299675,-0.263172249129683,0.0513627402392407,-5.12379689837152,2.99443531206223e-07,9.33515502069118e-07,TRUE,"3J92R","CXCR5","CXCR5_3J92R"
"3579","XP_003910852","TRAPPC4",310.170010251406,0.231390197087089,0.0354165556006183,6.53339075929365,6.42970965021114e-11,2.48721107001032e-10,TRUE,"3J7RB","TRAPPC4","TRAPPC4_3J7RB"
"3584","XP_003910866","ABCG4",1.580741079544,2.03121013557154,0.367627257091479,5.52518915937211,3.29130809466118e-08,1.09109493639831e-07,TRUE,"3J2TB","ABCG4","ABCG4_3J2TB"
"3586","XP_003910876","CBL",2377.23504108467,1.28000460099589,0.0623970391255375,20.5138676279275,1.61894754614357e-93,3.67413290871707e-92,TRUE,"3J3GW","CBL","CBL_3J3GW"
"3587","XP_003910879","RNF26",307.177997893849,-0.0638659950719246,0.0368907632839953,-1.73121912876311,0.083412688875118,0.138693583482002,FALSE,"3J8UT","RNF26","RNF26_3J8UT"
"3591","XP_003910896","SC5D",242.816559604081,0.0495280706304418,0.0475857581396087,1.04081709668541,0.297960443729377,0.412523363352282,FALSE,"3J6AU","SC5D","SC5D_3J6AU"
"3595","XP_003910938","ESAM",23.0763874262531,0.295543716005871,0.118608927503916,2.49174933308551,0.0127115713050097,0.0251135922113054,TRUE,"3JEB0","ESAM","ESAM_3JEB0"
"3604","XP_003911019","ADAMTS8",1.09627133885959,0.0659973646488981,0.583878764684652,0.113032651023955,0.91000466931186,0.942689744730792,FALSE,"3J49R","ADAMTS8","ADAMTS8_3J49R"
"3608","XP_003911050","MRPL41",119.429366789005,0.733349265654111,0.127652832083303,5.74487266506979,9.19901848265248e-09,3.15432703922121e-08,TRUE,"3JGYV","MRPL41","MRPL41_3JGYV"
"3609","XP_003911062","NRARP",44.6390432549663,0.285158189450809,0.120426456890513,2.36790317355316,0.0178892169929402,0.034446888166272,TRUE,"3JGWN","NRARP","NRARP_3JGWN"
"3612","XP_003911081","SSNA1",419.452277507135,0.44503164652609,0.044305128241978,10.0446983043474,9.69438698940058e-24,6.13180902867098e-23,TRUE,"3JGZ5","SSNA1","SSNA1_3JGZ5"
"3620","XP_003911096","CLIC3",3.75646156199526,0.948666568834992,0.224454726725066,4.22653861059924,2.37313567239954e-05,6.41332790143597e-05,TRUE,"3J21G","CLIC3","CLIC3_3J21G"
"3621","XP_003911103","TMEM210",0.662676991223678,0.546632318163701,0.791680842352478,0.690470564551473,0.489898314612214,NA,FALSE,"3JGZ2","TMEM210","TMEM210_3JGZ2"
"3623","XP_003911109","EDF1",449.442103246345,-0.23134793772322,0.0365131075398113,-6.33602432964587,2.35769574458715e-10,8.85323660262796e-10,TRUE,"3J4M3","EDF1","EDF1_3J4M3"
"3626","XP_003911122","AGPAT2",277.483573698452,1.35856971874815,0.062167865147064,21.853247100159,7.23978468931821e-106,1.95343149784636e-104,TRUE,"3J3DF","AGPAT2","AGPAT2_3J3DF"
"3633","XP_003911137","QSOX2",693.205662376544,0.303473547701326,0.0388926471890494,7.8028514291198,6.05237897943654e-15,2.81351283214813e-14,TRUE,"3JD07","QSOX2","QSOX2_3JD07"
"3638","XP_003911164","OLFM1",86.9427717747334,3.24814089347494,0.201931148871146,16.085388072286,3.23021855370592e-58,4.38765221771035e-57,TRUE,"3J6QX","OLFM1","OLFM1_3J6QX"
"3639","XP_003911171","WDR5",368.093655888426,0.0407554392452107,0.0313323213736596,1.30074751752907,0.193344891586867,0.287080574833786,FALSE,"3J5EM","WDR5","WDR5_3J5EM"
"3642","XP_003911189","SURF4",4501.22663209375,-0.369212247501777,0.0367876234141508,-10.0363169249948,1.0554151846252e-23,6.66148795545919e-23,TRUE,"3JP59","SURF4","SURF4_3JP59"
"3643","XP_003911190","REXO4",356.029413327802,-0.0943279988747655,0.0272430623216311,-3.46245946072915,0.000535262543040134,0.00127200181095878,TRUE,"3JA4A","REXO4","REXO4_3JA4A"
"3646","XP_003911205","GTF3C4",151.467969650533,-0.0424741947283288,0.0448238245679869,-0.947580781820742,0.34334291363938,0.462339252307711,FALSE,"3JAAQ","GTF3C4","GTF3C4_3JAAQ"
"3649","XP_003911225","FAM78A",1236.28591134386,0.5447049881787,0.0378959702004796,14.3736915903477,7.56869380957046e-47,8.265956261258e-46,TRUE,"3JAY1","FAM78A","FAM78A_3JAY1"
"3651","XP_003911232","EXOSC2",249.636055720244,-0.159642668273502,0.0352037224708379,-4.5348235092396,5.76516731952459e-06,1.63839831890028e-05,TRUE,"3JEU4","EXOSC2","EXOSC2_3JEU4"
"3655","XP_003911245","USP20",1145.30284296031,0.00828882573754179,0.041853729700001,0.198042702453387,0.843011653612265,0.89665614100155,FALSE,"3JCWJ","USP20","USP20_3JCWJ"
"3656","XP_003911247","C13H9orf78",1229.90271106986,0.178177620149209,0.0264669422430849,6.73208179897554,1.6725256314491e-11,6.66439715357899e-11,TRUE,"3JEN1","C9orf78","C9orf78_3JEN1"
"3661","XP_003911300","LHX2",1.66014812846163,-1.18609031778058,0.317806461552068,-3.73211517471383,0.000189878642521613,0.000472556905407503,TRUE,"3J1ME","LHX2","LHX2_3J1ME"
"3667","XP_003911332","NDUFA8",318.216086201932,-0.00838445487062668,0.0338207949376618,-0.247908273181657,0.804205378616552,0.868785121190362,FALSE,"3J2RV","NDUFA8","NDUFA8_3J2RV"
"3669","XP_003911339","STOM",452.787174430451,-1.16804524423628,0.127194735850052,-9.18312567285236,4.18756181899308e-20,2.35071133223401e-19,TRUE,"3JED2","STOM","STOM_3JED2"
"3671","XP_003911369","TNFSF15",291.689553537051,-4.36962672616312,0.146867472496588,-29.7521748817774,1.62536568933691e-194,1.13689801824234e-192,TRUE,"3J4AR","TNFSF15","TNFSF15_3J4AR"
"3672","XP_003911372","ATP6V1G1",1746.9273632089,-0.282525087413703,0.0448406275678981,-6.30064971739971,2.96400550734798e-10,1.1088058243611e-09,TRUE,"3JGWH","ATP6V1G1","ATP6V1G1_3JGWH"
"3674","XP_003911390","SLC31A1",148.64240181307,-0.126529585442101,0.0623766132379751,-2.02847796431932,0.0425114900635271,0.075948173245094,FALSE,"3JB81","SLC31A1","SLC31A1_3JB81"
"3675","XP_003911401","SNX30",199.013277799477,0.876365282376062,0.054382244877857,16.1149155270141,2.00437680809508e-58,2.7303481225976e-57,TRUE,"3JE9C","SNX30","SNX30_3JE9C"
"3680","XP_003911416","DNAJC25",77.2547569345897,-0.318751362489661,0.0516836270097538,-6.16735668395535,6.94410008614902e-10,2.54385924212604e-09,TRUE,"3J6SU","DNAJC25","DNAJC25_3J6SU"
"3681","XP_003911417","GNG10",368.362303807574,-1.10653994679621,0.0503364405990085,-21.9828802678195,4.19955448609525e-107,1.15267863754136e-105,TRUE,"3JHSC","GNG10","GNG10_3JHSC"
"3686","XP_003911442","CTNNAL1",6.3496188832582,-0.0564167200638975,0.156724797965572,-0.35997315546893,0.718867208570744,0.80352503204599,FALSE,"3J410","CTNNAL1","CTNNAL1_3J410"
"3687","XP_003911443","ABITRAM",67.6160242262048,0.060394612929467,0.0559072425932966,1.08026456194261,0.280024385723917,0.392129492648791,FALSE,"3JA7Q","FAM206A","FAM206A_3JA7Q"
"3700","XP_003911521","TDRD7",1801.8233628194,-2.57235277236817,0.056645322525539,-45.4115654687711,0,0,TRUE,"3J8M9","TDRD7","TDRD7_3J8M9"
"3701","XP_003911525","IGFBPL1",76.074659512933,0.600734816333463,0.0703239597418855,8.54239178991597,1.31471795409764e-17,6.78465007380718e-17,TRUE,"3J3IH","IGFBPL1","IGFBPL1_3J3IH"
"3702","XP_003911527","DCAF10",304.174204129761,-0.314252201073263,0.0435749769486076,-7.2117582860432,5.52339578188536e-13,2.35005415964199e-12,TRUE,"3J8UB","DCAF10","DCAF10_3J8UB"
"3703","XP_003911534","POLR1E",222.643964777751,0.0155957833477732,0.0365229624616375,0.427013097969653,0.669369787645046,0.764097065083017,FALSE,"3J4BW","POLR1E","POLR1E_3J4BW"
"3706","XP_003911559","DUSP3",246.611412444899,-0.526669434081609,0.0528654791885993,-9.9624450996216,2.22521501210896e-23,1.39379801651321e-22,TRUE,"3JAEW","DUSP3","DUSP3_3JAEW"
"3711","XP_003911574","GBA2",496.157017358261,0.210988644848833,0.0301044683316414,7.00854911385605,2.4080209577008e-12,9.96117167587225e-12,TRUE,"3JAQE","GBA2","GBA2_3JAQE"
"3714","XP_003911583","SIT1",361.740773810938,0.731460648097145,0.0546055588198036,13.3953513874098,6.43706625938305e-41,6.22362806723975e-40,TRUE,"3J3SU","SIT1","SIT1_3J3SU"
"3715","XP_003911584","TESK1",512.729059820019,0.23440645548569,0.0454080962825001,5.1622171964084,2.44041896461378e-07,7.6641044297522e-07,TRUE,"3J6KK","TESK1","TESK1_3J6KK"
"3716","XP_003911597","STOML2",448.239755488093,-0.170429254349245,0.0349982797468763,-4.86964661068681,1.11798008320614e-06,3.33701175630496e-06,TRUE,"3J29J","STOML2","STOML2_3J29J"
"3725","XP_003911654","B4GALT1",2127.99391003511,-1.07405582534908,0.0466727535931433,-23.012480358709,3.4960096833768e-117,1.10886732670084e-115,TRUE,"3J84P","B4GALT1","B4GALT1_3J84P"
"3726","XP_003911656","SMU1",1432.12067185213,-0.727310670752746,0.0377560027215964,-19.2634447061506,1.08887945025729e-82,2.12536437377553e-81,TRUE,"3J2X5","SMU1","SMU1_3J2X5"
"3734","XP_003911701","MTAP",158.849565052241,-0.349304485291168,0.0489665472627128,-7.13353309182894,9.7824776526539e-13,4.11592268426708e-12,TRUE,"3J1QQ","MTAP","MTAP_3J1QQ"
"3736","XP_003911730","RRAGA",618.310523457249,0.179671021978602,0.0268750636990036,6.68541753020156,2.3026716781728e-11,9.1038164872829e-11,TRUE,"3J9YY","RRAGA","RRAGA_3J9YY"
"3738","XP_003911745","TTC39B",225.689349598023,-1.16824900614676,0.116249848219172,-10.0494669373176,9.23656948009825e-24,5.84378395860222e-23,TRUE,"3J7D5","TTC39B","TTC39B_3J7D5"
"3741","XP_003911778","MLANA",24.9334764799848,0.0958832560727795,0.0885563001470407,1.08273782795321,0.278924808436301,0.390819158246058,FALSE,"3JH1J","MLANA","MLANA_3JH1J"
"3744","XP_003911795","CDC37L1",161.622709369278,0.135080517994603,0.0401020685762106,3.36841770987183,0.000756009614157884,0.00177065409631715,TRUE,"3J1RH","CDC37L1","CDC37L1_3J1RH"
"3748","XP_003911842","SMC5",478.390034913103,0.00510761667787817,0.0359616377129691,0.142029590494322,0.887056632775051,0.926475415488584,FALSE,"3J3UQ","SMC5","SMC5_3J3UQ"
"3749","XP_003911843","KLF9",262.557463817928,0.184240604309382,0.0409395780293125,4.50030540562648,6.7855899064096e-06,1.91878945403298e-05,TRUE,"3JA99","KLF9","KLF9_3JA99"
"3751","XP_003911861","ANXA1",2546.15304923672,-0.593232155262214,0.0765443554862277,-7.75017506508304,9.17659472154981e-15,4.23038533626606e-14,TRUE,"3JB3G","ANXA1","ANXA1_3JB3G"
"3753","XP_003911868","C13H9orf40",47.7482590953085,0.0989905501589596,0.0649778243692936,1.52345128695536,0.127645839132363,0.201364834845224,FALSE,"3J1UM","C9orf40","C9orf40_3J1UM"
"3755","XP_003911870","OSTF1",1702.44526375747,0.485958908301653,0.0352822310206893,13.7734744726514,3.68076275142454e-43,3.75186124559735e-42,TRUE,"3J9FV","OSTF1","OSTF1_3J9FV"
"3762","XP_003911902","UBQLN1",1009.3363152074,-0.033774910729611,0.02304189949836,-1.46580409883373,0.142701664103233,0.221495418246262,FALSE,"3J5JX","UBQLN1","UBQLN1_3J5JX"
"3767","XP_003911945","GADD45G",58.5627363795369,-0.629026052374611,0.166786619372958,-3.77144194623923,0.000162306921248352,0.000406099306159204,TRUE,"3J2R2","GADD45G","GADD45G_3J2R2"
"3768","XP_003911947","C13H9orf16",393.575663954448,0.39967244913361,0.0488570356343892,8.18044819838172,2.82790041301564e-16,1.38788231792694e-15,TRUE,"3JHAV","C9orf16","C9orf16_3JHAV"
"3771","XP_003911957","DPM2",210.082770350947,-0.789453937826012,0.0428784916374082,-18.4114204506502,1.06395105750692e-75,1.87702371476738e-74,TRUE,"3JHSM","DPM2","DPM2_3JHSM"
"3772","XP_003911963","CDK9",784.557227270484,0.0837551392767307,0.0344183119054871,2.4334470414099,0.0149558230630227,0.0291967827548877,TRUE,"3JDZV","CDK9","CDK9_3JDZV"
"3776","XP_003911989","MVB12B",173.607502843394,-0.830961454575723,0.0720436362793343,-11.534140938609,8.87688812725756e-31,6.74304253539322e-30,TRUE,"3J9TC","MVB12B","MVB12B_3J9TC"
"3784","XP_003912052","MFSD14B",1216.87720173821,0.619557558559741,0.0492612616799443,12.5769730094425,2.82654292433611e-36,2.46683870586407e-35,TRUE,"3J6Y2","HIATL1","HIATL1_3J6Y2"
"3786","XP_003912065","ZNF367",69.6217590918282,0.302008070970077,0.054568933343571,5.5344323677468,3.12237880938131e-08,1.03624571255549e-07,TRUE,"3JFPX","ZNF367","ZNF367_3JFPX"
"3788","XP_003912080","DOC2B",1.04612314052703,0.12090889934865,0.625924741486983,0.193168429580546,0.846827062605485,0.899150600839834,FALSE,"3J2PR","DOC2B","DOC2B_3J2PR"
"3790","XP_003912086","GEMIN4",179.969191012303,-0.765989054786708,0.0440556525935397,-17.3868507147941,1.03782351920534e-67,1.64808033156364e-66,TRUE,"3J8CP","GEMIN4","GEMIN4_3J8CP"
"3801","XP_003912129","MNT",604.778981599881,1.14284922122579,0.0600835903161786,19.0209875144239,1.14310125658855e-80,2.17080025255972e-79,TRUE,"3J8X8","MNT","MNT_3J8X8"
"3804","XP_003912157","TAX1BP3",415.532993706783,0.324812653983738,0.0415119211890607,7.82456327435246,5.09422260634696e-15,2.37365496398882e-14,TRUE,"3JGDU","TAX1BP3","TAX1BP3_3JGDU"
"3805","XP_003912158","EMC6",181.566037842688,-0.190437464971129,0.0423978384979438,-4.49167862603101,7.06639981345454e-06,1.99441212105689e-05,TRUE,"3JH39","EMC6","EMC6_3JH39"
"3808","XP_003912172","UBE2G1",647.669037799747,0.222275469845244,0.0267966955294077,8.29488358373558,1.0869159709895e-16,5.41913038044349e-16,TRUE,"3J1H0","UBE2G1","UBE2G1_3J1H0"
"3809","XP_003912174","MYBBP1A",310.151723771697,-0.514707173535489,0.0350113574114303,-14.7011487583012,6.33753898787422e-49,7.21197423372023e-48,TRUE,"3JATF","MYBBP1A","MYBBP1A_3JATF"
"3816","XP_003912197","TM4SF5",2.44098088687856,1.00773235862107,0.348133311484625,2.89467375105118,0.00379552788190668,0.00816771301328384,TRUE,"3JA2P","TM4SF5","TM4SF5_3JA2P"
"3817","XP_003912198","GLTPD2",31.0191105670651,-0.577648098805598,0.0964866427309933,-5.98681934053911,2.13984233478815e-09,7.62694551245769e-09,TRUE,"3JFHK","GLTPD2","GLTPD2_3JFHK"
"3822","XP_003912231","DHX33",95.0187978752438,-0.204493832201912,0.0410476254856277,-4.98186752053447,6.29735438722852e-07,1.91465260476959e-06,TRUE,"3JDC8","DHX33","DHX33_3JDC8"
"3826","XP_003912247","TXNDC17",60.1130670971155,0.265139394570281,0.0697178449957863,3.80303485551376,0.000142934235850303,0.000359665301561496,TRUE,"3JGZP","TXNDC17","TXNDC17_3JGZP"
"3827","XP_003912258","ALOX12",35.9739012184891,0.391373821879065,0.087050404652616,4.49594488895123,6.92616756641097e-06,1.95622201058655e-05,TRUE,"3JBEA","ALOX12","ALOX12_3JBEA"
"3828","XP_003912261","BCL6B",1.95529250007785,-0.384594585518276,0.314183235433737,-1.22410918898118,0.220911040065502,0.321232099472192,FALSE,"3J6SF","BCL6B","BCL6B_3J6SF"
"3833","XP_003912278","SLC2A4",5.82410718330764,-0.323259908692044,0.192130517943126,-1.68250162521154,0.0924716100393184,0.151755044637599,FALSE,"3J5RI","SLC2A4","SLC2A4_3J5RI"
"3835","XP_003912294","KCTD11",249.694823447815,0.311511520043691,0.0386458949452985,8.06066260037765,7.58820038807544e-16,3.66087693479724e-15,TRUE,"3J831","KCTD11","KCTD11_3J831"
"3836","XP_003912295","TMEM256",131.815568864998,0.111119924312268,0.058750215993847,1.89139601331688,0.0585715003672289,0.101382251579038,FALSE,"3JGXI","TMEM256","TMEM256_3JGXI"
"3838","XP_003912301","ZBTB4",2239.00786898463,-0.211603864092563,0.0346682490237191,-6.10367901614498,1.03654350891188e-09,3.75739145510126e-09,TRUE,"3JE2G","ZBTB4","ZBTB4_3JE2G"
"3839","XP_003912303","FGF11",0.477999476776305,-0.740508713416761,1.60720368630704,-0.460743538436169,0.644982614357602,NA,FALSE,"3J91V","FGF11","FGF11_3J91V"
"3840","XP_003912307","SLC35G6",1.01207201127685,-0.517234081650979,0.530926218866261,-0.974210847517532,0.329951859738183,0.447541186151558,FALSE,"3JECK","SLC35G6","SLC35G6_3JECK"
"3841","XP_003912308","FXR2",586.054964283595,0.0863299772098495,0.0271006556520797,3.1855309450133,0.00144488650378117,0.00327381332651168,TRUE,"3JAQA","FXR2","FXR2_3JAQA"
"3842","XP_003912313","CD68",1709.68497101803,-1.10794273085625,0.0831941175832053,-13.3175609411105,1.82988503167397e-40,1.7486545583128e-39,TRUE,"3JC6M","CD68","CD68_3JC6M"
"3843","XP_003912315","SOX15",20.144767640811,0.276775586593815,0.0948527775089713,2.91794920362386,0.00352341742559724,0.00761788908949831,TRUE,"3JEY5","SOX15","SOX15_3JEY5"
"3852","XP_003912347","VAMP2",1304.35611688091,0.442362081913893,0.0288650657766699,15.3251714489919,5.19173789338759e-53,6.39304761141356e-52,TRUE,"3JGDT","VAMP2","VAMP2_3JGDT"
"3854","XP_003912387","RCVRN",148.997149939003,-2.71759821233893,0.136272064290535,-19.9424454783701,1.74330330683856e-88,3.70269550086495e-87,TRUE,"3J5BD","RCVRN","RCVRN_3J5BD"
"3855","XP_003912399","LOC101010807",235.510236756636,-0.164318432663038,0.0328416401966966,-5.00335646084953,5.63406209692156e-07,1.72000062889765e-06,TRUE,"3J1J0","SCO1","SCO1_3J1J0"
"3858","XP_003912433","LRRC75A",96.3072225025322,1.43069865777324,0.0962382285531758,14.8662197889762,5.46110779246411e-50,6.33860550198803e-49,TRUE,"3JF4K","LRRC75A","LRRC75A_3JF4K"
"3861","XP_003912440","ADORA2B",252.03362596972,1.63630417393029,0.0833528727536512,19.6310471357884,8.39662834117298e-86,1.71322822235807e-84,TRUE,"3J4AX","ADORA2B","ADORA2B_3J4AX"
"3864","XP_003912452","MED9",164.875738415214,0.189224788065029,0.0369748080845558,5.11766788977784,3.09336670961934e-07,9.63350081705711e-07,TRUE,"3JGHS","MED9","MED9_3JGHS"
"3867","XP_003912472","ALKBH5",1309.91007073583,0.30200451703351,0.028438058819845,10.6197303742392,2.41256950791086e-26,1.64554211903602e-25,TRUE,"3J4R4","ALKBH5","ALKBH5_3J4R4"
"3868","XP_003912477","MIEF2",118.00921639059,0.271239978298284,0.04723153218894,5.74277322220342,9.3138425793595e-09,3.19186455751268e-08,TRUE,"3JBIK","MIEF2","MIEF2_3JBIK"
"3873","XP_003912503","ALDH3A1",9.92930801456825,-2.05410874484102,0.189653899013617,-10.8308279214103,2.45921633285902e-27,1.71964901704349e-26,TRUE,"3JFZA","ALDH3A1","ALDH3A1_3JFZA"
"3876","XP_003912520","MAP2K3",1589.04638699778,-0.0399119250597906,0.0393716014881632,-1.01372368791729,0.310714617691402,0.42668600534519,FALSE,"3J92D","MAP2K3","MAP2K3_3J92D"
"3880","XP_003912539","TNFAIP1",153.549744864116,-0.0703739354138427,0.0355378200024817,-1.98025470917823,0.0476749151753656,0.0842265074263255,FALSE,"3J3IV","TNFAIP1","TNFAIP1_3J3IV"
"3881","XP_003912541","VTN",0.770949055897026,0.274559023477916,0.894771471986344,0.306848208815162,0.758958911809836,0.835110391866411,FALSE,"3J8DV","VTN","VTN_3J8DV"
"3885","XP_003912556","TRAF4",528.634933932577,0.153745148162386,0.0438151236472148,3.50895159854603,0.000449876767057242,0.00107757186662476,TRUE,"3JCD4","TRAF4","TRAF4_3JCD4"
"3886","XP_003912557","ALDOC",138.736213722246,-0.0951185848582395,0.0499544622880807,-1.90410586965592,0.0568963974251389,0.0988270369490543,FALSE,"3J1MF","ALDOC","ALDOC_3J1MF"
"3887","XP_003912558","RSKR",132.010096946476,-0.0258958097902089,0.0548353759888782,-0.47224641617231,0.636750912387781,0.737505165106938,FALSE,"3J8RB","SGK494","SGK494_3J8RB"
"3888","XP_003912564","DHRS13",129.470215904605,0.503530600924673,0.059541278403184,8.45683220832132,2.7473879699435e-17,1.40202605603535e-16,TRUE,"3J5H6","DHRS13","DHRS13_3J5H6"
"3891","XP_003912587","NUFIP2",2102.46820945696,0.333503117967337,0.0386779472924607,8.62256508716906,6.54707280798136e-18,3.4223269913647e-17,TRUE,"3J4I5","NUFIP2","NUFIP2_3J4I5"
"3892","XP_003912594","ABHD15",424.482411714262,0.507358469821093,0.067236454294267,7.54588377906706,4.49230537485911e-14,2.0069388986915e-13,TRUE,"3JE25","ABHD15","ABHD15_3JE25"
"3895","XP_003912604","BLMH",442.896015655783,0.0287947719491884,0.026760241999848,1.07602808484886,0.281914696167103,0.394336695576926,FALSE,"3JD33","BLMH","BLMH_3JD33"
"3896","XP_003912606","CPD",2769.21098345209,-0.76765158459971,0.0698234887229014,-10.9941740041976,4.07628497941762e-28,2.89712602291624e-27,TRUE,"3J86M","CPD","CPD_3J86M"
"3897","XP_003912614","OMG",1.92377488492206,0.286190786247278,0.339255119226004,0.843585756053469,0.398900926580051,0.518958916730023,FALSE,"3J5WY","OMG","OMG_3J5WY"
"3898","XP_003912618","COPRS",188.1101369613,-0.916740942404845,0.0577443591618734,-15.8758527362814,9.31364622172507e-57,1.22802150182745e-55,TRUE,"3JGME","COPRS","COPRS_3JGME"
"3904","XP_003912637","PSMD11",663.135270777458,-0.415787467840817,0.0309054278343865,-13.4535418849047,2.93471342554941e-41,2.86645309689617e-40,TRUE,"3JDSH","PSMD11","PSMD11_3JDSH"
"3906","XP_003912649","CCL8",758.322236492395,-9.32911698035613,0.277730871333458,-33.5904933274598,2.30937798639317e-247,2.25751162833811e-245,TRUE,"3JHPI","CCL8","CCL8_3JHPI"
"3911","XP_003912660","UNC45B",3.62015531421254,1.57412343314956,0.230553402897548,6.82758707252334,8.63547157548004e-12,3.48693529741578e-11,TRUE,"3JEZM","UNC45B","UNC45B_3JEZM"
"3914","XP_003912675","SLFN14",49.6454406433217,0.150199094585368,0.0752173238808182,1.99686836536964,0.0458394845097759,0.0812547105029113,FALSE,"3JEMD","SLFN14","SLFN14_3JEMD"
"3915","XP_003912676","PEX12",52.1127561954004,0.0813411837873243,0.0595681843280167,1.36551390150509,0.172091586858739,0.260138698888056,FALSE,"3J9T7","PEX12","PEX12_3J9T7"
"3918","XP_003912682","C17H17orf50",1.98991176401168,0.737110458353597,0.322217265597606,2.28761937069543,0.0221596968400273,0.0418423914683605,TRUE,"3JGNI","C17orf50","C17orf50_3JGNI"
"3921","XP_003912702","MRPL10",994.340628912198,-0.182474450015225,0.0362190880806779,-5.03807411188165,4.70239374292054e-07,1.44444939544289e-06,TRUE,"3J8JW","MRPL10","MRPL10_3J8JW"
"3928","XP_003912729","HOXB7",17.2107914924999,-0.00346220188101395,0.0986989144297092,-0.0350784190587997,0.972017209916068,0.982854486876004,FALSE,"3J20E","HOXB7","HOXB7_3J20E"
"3932","XP_003912757","NGFR",326.833001553276,0.863661572969976,0.0677348970839653,12.7506146779756,3.09296822508703e-37,2.74761557187247e-36,TRUE,"3J349","NGFR","NGFR_3J349"
"3937","XP_003912783","EME1",32.7136155952416,0.0285331992251573,0.0784999247725699,0.36348059323399,0.716245907397582,0.801642519052247,FALSE,"3J7DH","EME1","EME1_3J7DH"
"3939","XP_003912792","ANKRD40",444.27416049186,-0.149270615803858,0.0283648438865993,-5.26252202905227,1.42092632480708e-07,4.53950371005872e-07,TRUE,"3J83B","ANKRD40","ANKRD40_3J83B"
"3940","XP_003912815","UTP18",312.830153419722,-0.180573844485627,0.0295700538301156,-6.10664578167665,1.01746702932088e-09,3.69216850499947e-09,TRUE,"3JAKC","UTP18","UTP18_3JAKC"
"3943","XP_003912833","NOG",176.625400052184,1.43174623767223,0.0823373881884951,17.3887740329403,1.00357995488559e-67,1.5947627637529e-66,TRUE,"3JCMR","NOG","NOG_3JCMR"
"3945","XP_003912837","COIL",172.055891507701,0.00955218507428365,0.0423790173428225,0.225398927894242,0.821668945603555,0.881938965463774,FALSE,"3JFRJ","COIL","COIL_3JFRJ"
"3947","XP_003912847","SRSF1",2172.28300935242,-0.0416990941091455,0.0240933354609327,-1.73073147870126,0.0834996680723966,0.138789831558384,FALSE,"3J5HP","SRSF1","SRSF1_3J5HP"
"3949","XP_003912878","SMG8",237.949614200268,-0.0648080064074275,0.0298821221234226,-2.16878862015723,0.030098735596716,0.0555189112561187,FALSE,"3J7KT","SMG8","SMG8_3J7KT"
"3953","XP_003912899","BRIP1",34.7310684055075,-0.159843746032351,0.0914987714079425,-1.74694964285035,0.080646073553688,0.134694359386777,FALSE,"3JES9","BRIP1","BRIP1_3JES9"
"3954","XP_003912914","CA4",61.4396054359574,4.41625275422614,0.232634228847169,18.9836756874133,2.32730161374693e-80,4.40911819627416e-79,TRUE,"3JB7X","CA4","CA4_3JB7X"
"3958","XP_003912923","LHX1",3.09750849779373,0.138102240002696,0.214220980598393,0.644671869286232,0.519139849825376,0.634188153548521,FALSE,"3J2XU","LHX1","LHX1_3J2XU"
"3959","XP_003912924","AATF",588.240207431293,-0.351491404637401,0.0444975056665124,-7.89912601554932,2.80865815866344e-15,1.32264786575401e-14,TRUE,"3J8HS","AATF","AATF_3J8HS"
"3961","XP_003912944","KPNB1",3613.56555205302,-1.14241773306296,0.0428578914621773,-26.6559481600059,1.5269651682131e-156,7.6676154088882e-155,TRUE,"3J9U3","KPNB1","KPNB1_3J9U3"
