"","PigProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"4199","XP_003357439","NUAK2",755.80296219973,-0.074976221150661,0.067478801498291,-1.11110777734486,0.266521960610397,0.487366684884672,FALSE,"3J4C0","NUAK2","NUAK2_3J4C0"
"4201","XP_003357442","MFSD4A",235.238777931684,0.258950939275588,0.0927398371518035,2.79222982515828,0.00523461616625501,0.022029547709047,TRUE,"3JACK","MFSD4","MFSD4_3JACK"
"4203","XP_003357445","SLC45A3",93.2151487813906,-3.13587057132065,0.214326764466264,-14.6312597921677,1.77470335493067e-48,5.50512980699494e-46,TRUE,"3JB7I","SLC45A3","SLC45A3_3JB7I"
"4217","XP_003357665","RGS1",3223.72634286888,0.895607731425969,0.120568837194885,7.42818585849283,1.10097189756617e-13,2.64932038707707e-12,TRUE,"3J65I","RGS1","RGS1_3J65I"
"4219","XP_003357689","PARP1",1750.0904503091,0.00932394137347132,0.0471719041228192,0.197658787510359,0.843312036276214,0.928884233933068,FALSE,"3J385","PARP1","PARP1_3J385"
"4227","XP_003357793","ACBD7",11.3774350920566,-0.125421289377154,0.346638920941922,-0.361821139519898,0.717485693891632,0.86119483772936,FALSE,"3JHXP","ACBD7","ACBD7_3JHXP"
"4228","XP_003357817","PROSER2",4.22018292656376,-0.164933371830627,0.600688970624708,-0.274573664402558,0.783643801686967,NA,FALSE,"3J1K2","PROSER2","PROSER2_3J1K2"
"4229","XP_003357838","GTPBP4",1294.37291455514,0.159261955654844,0.0498801299869211,3.19289375742611,0.00140854759944301,0.00711404102844798,TRUE,"3JDD8","-","-_3JDD8"
"4235","XP_003357963","OGFOD3",106.94308405182,-0.25124488309916,0.133270908325875,-1.88521925944119,0.0594002416399626,0.163298021691815,FALSE,"3JC9Y","OGFOD3","OGFOD3_3JC9Y"
"4236","XP_003357976","ACTG1",29579.0671530424,0.57037287078892,0.171942588208111,3.3172285978304,0.000909151968990768,0.00483360602771938,TRUE,"3J346","ACTG1","ACTG1_3J346"
"4237","XP_003357977","FSCN2",72.380730717791,-0.171072963828151,0.157102620993969,-1.08892495074744,0.27618698238555,0.499678308462178,FALSE,"3JA5Y","FSCN2","FSCN2_3JA5Y"
"4238","XP_003358005","UBALD2",333.512008030324,0.423130467636835,0.118351029249286,3.57521578241272,0.000349939153333508,0.00207735278184516,TRUE,"3J8TV","UBALD2","UBALD2_3J8TV"
"4240","XP_003358007","FOXJ1",1.77324186685135,1.1595619675286,0.866188674307662,1.33869444605176,0.180670165087416,NA,FALSE,"3J8DR","FOXJ1","FOXJ1_3J8DR"
"4242","XP_003358072","IFI35",535.656848266074,0.09391206291436,0.0906946199899354,1.03547556541702,0.300446871881804,0.527789070548109,FALSE,"3J25P","IFI35","IFI35_3J25P"
"4243","XP_003358080","RND2",26.9953673358917,-0.572583919659924,0.23064854735149,-2.48249523456721,0.0130465812907307,0.046870306568801,TRUE,"3JAR5","RND2","RND2_3JAR5"
"4246","XP_003358104","MSL1",2282.441239945,-0.156728203144849,0.0527537952428258,-2.97093701834018,0.00296892660209015,0.0135399242871585,TRUE,"3J3M4","MSL1","MSL1_3J3M4"
"4247","XP_003358123","HOXB6",0.415308315709753,-1.15878038001317,2.59211008750713,-0.447041345040861,0.654845208026886,NA,FALSE,"3JA87","HOXB6","HOXB6_3JA87"
"4251","XP_003358167","SMG8",175.829399911229,0.019852381074058,0.127275093832793,0.155980093796977,0.876048712006217,0.945380262943537,FALSE,"3J7KT","SMG8","SMG8_3J7KT"
"4260","XP_003358264","MED31",157.173879199255,0.166894432452582,0.0985725781000275,1.6931121785536,0.0904341165827938,0.226164828938588,FALSE,"3JGMD","MED31","MED31_3JGMD"
"4263","XP_003358298","KCTD11",339.617786446161,-0.19124845143963,0.101889889986863,-1.87701107012961,0.0605165766361048,0.16557406587438,FALSE,"3J831","KCTD11","KCTD11_3J831"
"4264","XP_003358324","PFAS",99.2019332960951,-0.265854111609148,0.11667774106042,-2.27853324201297,0.0226948262664859,0.0740762255466838,FALSE,"3JBV7","PFAS","PFAS_3JBV7"
"4266","XP_003358329","VAMP2",1887.6017725964,-0.157724019424218,0.0558538542303655,-2.82386992979384,0.00474476358920184,0.0202781592172777,TRUE,"3JGDT","VAMP2","VAMP2_3JGDT"
"4267","XP_003358347","LRRC75A",33.2260618410864,-0.238119155554198,0.21127695087899,-1.12704748229059,0.259722406006014,0.478574788731894,FALSE,"3JF4K","LRRC75A","LRRC75A_3JF4K"
"4275","XP_003358446","TMEM158",7.48516398596167,-0.385812208945007,0.485459771890476,-0.794735694458427,0.426767264310734,0.65709135442077,FALSE,"3J715","TMEM158","TMEM158_3J715"
"4280","XP_003358503","RRP9",377.422551237972,-0.138958736740326,0.0880894638022851,-1.57747284115857,0.114686766469651,0.269402577824414,FALSE,"3J5EW","RRP9","RRP9_3J5EW"
"4284","XP_003358565","EMC3",992.136381244566,0.135675148844655,0.0536454166537331,2.52910979740174,0.0114352247835808,0.0420738343827199,TRUE,"3J2II","EMC3","EMC3_3J2II"
"4285","XP_003358580","MRPS25",1137.71939770307,-0.0529116082951351,0.0472216112349523,-1.12049561443111,0.262502620412715,0.482031773421735,FALSE,"3JFCV","MRPS25","MRPS25_3JFCV"
"4287","XP_003358614","IL20RB",169.604107097394,-0.120762324992657,0.100182625362609,-1.20542184391315,0.228040492960652,0.438396302321498,FALSE,"3J9W7","IL20RB","IL20RB_3J9W7"
"4290","XP_003358647","ZIC1",0.634124420498618,1.32643858124186,1.99410865859491,0.66517868799411,0.505936210059552,NA,FALSE,"3J7TB","ZIC1","ZIC1_3J7TB"
"4294","XP_003358659","SIAH2",124.118379272599,0.0901257642216533,0.11320896907431,0.796100918139223,0.425973380560105,0.656506941800898,FALSE,"3J74J","SIAH2","SIAH2_3J74J"
"4297","XP_003358689","MLF1",84.4312285437479,-0.118491546411875,0.131849714190233,-0.898686410809466,0.368819717292301,0.600996484882899,FALSE,"3JC37","MLF1","MLF1_3JC37"
"4298","XP_003358691","GFM1",570.817037954253,0.0446713230557897,0.0652348593919779,0.684776873471471,0.493484730986765,0.71284903537441,FALSE,"3J462","GFM1","GFM1_3J462"
"4299","XP_003358692","LXN",759.845924334235,-0.195787060004966,0.0581661553653598,-3.36599623570041,0.000762677491500111,0.00412687620757482,TRUE,"3JAPZ","LXN","LXN_3JAPZ"
"4304","XP_003358755","ABCF3",1287.47013773909,-0.191497989088165,0.0525060537825764,-3.64716018996864,0.000265154629866394,0.00162726731660091,TRUE,"3J9CA","ABCF3","ABCF3_3J9CA"
"4306","XP_003358781","EPHB3",57.208265523185,-2.4811009598975,0.285766752183458,-8.6822590134792,3.8798463542652e-18,1.41138717804091e-16,TRUE,"3JD1U","-","-_3JD1U"
"4307","XP_003358810","NRROS",1549.36055983006,-0.538470258916316,0.0784175099536298,-6.8667094789764,6.56996751099331e-12,1.27956867243216e-10,TRUE,"3J561","NRROS","NRROS_3J561"
"4322","XP_003358996","CLIC6",16.4513887705028,0.401765699984914,0.26968920491689,1.48973593551409,0.136293681880409,0.304958230368742,FALSE,"3JEDR","CLIC6","CLIC6_3JEDR"
"4328","XP_003359059","PTTG1IP",1106.98986912707,-0.274736792238043,0.0858279650708728,-3.20101719773011,0.00136943358363884,0.00694321140281195,TRUE,"3J96R","PTTG1IP","PTTG1IP_3J96R"
"4329","XP_003359077","FAM160B2",1112.3616926329,-0.123098591491162,0.0652525024314657,-1.8864961021296,0.0592281331755748,0.16292989037544,FALSE,"3J240","FAM160B2","FAM160B2_3J240"
"4340","XP_003359339","BTAF1",2558.71041247133,0.371201509914746,0.0813353638132626,4.56383905489112,5.02265890615209e-06,4.40121127878073e-05,TRUE,"3J9WW","BTAF1","BTAF1_3J9WW"
"4345","XP_003359414","DUSP5",1058.73770251944,1.9254530569364,0.281200163141884,6.84726863392638,7.52732908231911e-12,1.4511159488525e-10,TRUE,"3J7JQ","DUSP5","DUSP5_3J7JQ"
"4346","XP_003359435","PAF1",1393.9683608119,-0.0649908682882163,0.0628234168111432,-1.03450069396239,0.300902152538536,0.528187031822231,FALSE,"3J2SI","PAF1","PAF1_3J2SI"
"4350","XP_003359464","KIF5C",23.0149026848219,-0.014871539856853,0.237324286329821,-0.0626633712328341,0.950034565565999,0.978476646846338,FALSE,"3JETG","KIF5C","KIF5C_3JETG"
"4352","XP_003359485","MAP3K2",2612.84051856572,0.130549848450598,0.0714652361084444,1.82676019222124,0.0677358336023488,0.180964775616923,FALSE,"3J6J4","MAP3K2","MAP3K2_3J6J4"
"4354","XP_003359565","ERMN",1.76933973810916,-0.532056748775947,0.987842097810468,-0.538605056370082,0.590159397883322,NA,FALSE,"3JETF","ERMN","ERMN_3JETF"
"4361","XP_003359740","HES6",220.384587161901,-0.424980748600492,0.110150284960685,-3.85819018763479,0.000114229746794658,0.000760091150570854,TRUE,"3J5GS","HES6","HES6_3J5GS"
"4362","XP_003359754","COPS9",665.719614649941,-0.139764338277687,0.0768913179896949,-1.81768685895614,0.0691120073746719,0.18383535357332,FALSE,"3JI4S","MYEOV2","MYEOV2_3JI4S"
"4364","XP_003359775","ANKH",565.057889822015,-0.207938855089787,0.0727477369889981,-2.85835496327857,0.00425843731282124,0.018472717771178,TRUE,"3JDC9","ANKH","ANKH_3JDC9"
"4365","XP_003359784","CDH6",1.93237086652064,0.0930286482951269,0.880369464973433,0.105670007873267,0.915844177337215,NA,FALSE,"3JFM8","CDH6","CDH6_3JFM8"
"4369","XP_003359842","FAM159B",29.0771055431713,0.205495002981507,0.266165797040881,0.772056384652399,0.440081032976127,0.668177005295997,FALSE,"3JD4I","FAM159B","FAM159B_3JD4I"
"4371","XP_003359910","MICU3",24.5867119768372,-0.251556550752274,0.244517446935114,-1.02878773643923,0.303579430750745,0.530992270708522,FALSE,"3J5DQ","MICU3","MICU3_3J5DQ"
"4375","XP_003359940","LRRN4",0.320860348054787,0.590458132705878,2.83365929119204,0.208373015958982,0.83493772404341,NA,FALSE,"3J27Z","LRRN4","LRRN4_3J27Z"
"4377","XP_003359989","PLAGL2",1763.9535579559,1.3643466836927,0.129904054642997,10.5027259344769,8.3921054646688e-26,5.773294811803e-24,TRUE,"3JDVE","PLAGL2","PLAGL2_3JDVE"
"4378","XP_003359993","SNTA1",1.50905519501383,-0.119813970698236,1.06894407918619,-0.112086284990187,0.910754991888072,NA,FALSE,"3JFPC","SNTA1","SNTA1_3JFPC"
"4382","XP_003360037","TGM2",556.975124808485,4.53652848759353,0.462316689445659,9.81259943921353,9.93750377768981e-23,5.46915328874729e-21,TRUE,"3JDHY","TGM2","TGM2_3JDHY"
"4384","XP_003360061","PIGT",580.638453592452,-0.15095346811503,0.0801929111394242,-1.88237920247814,0.0597845476440948,0.164063723235628,FALSE,"3J788","-","-_3J788"
"4385","XP_003360098","TAF4",717.424462504614,-0.0495677136755298,0.0607576543974107,-0.815826650438339,0.414599288455252,0.646071799322861,FALSE,"3J629","TAF4","TAF4_3J629"
"4390","XP_003360151","TAS2R38",0.3041675724175,-0.163796670913071,2.89786091518247,-0.0565233031215914,0.9549249319914,NA,FALSE,"3JCFQ","TAS2R38","TAS2R38_3JCFQ"
"4393","XP_003360255","PSMA2",2331.0874647781,0.303752719924148,0.0577713851548432,5.25784034968189,1.45756969317907e-07,1.6416982408762e-06,TRUE,"3J1WI","PSMA2","PSMA2_3J1WI"
"4394","XP_003360265","YAE1D1",927.453981814458,0.140993889043141,0.0621696188778768,2.26789051610728,0.023335880535409,0.0758638448579675,FALSE,"3JDNG","YAE1D1","YAE1D1_3JDNG"
"4396","XP_003360299","IL1RAPL1",9.81729060018806,0.278337296407205,0.352925220226361,0.788657994542537,0.430311925025283,0.66021145074016,FALSE,"3J5Q3","IL1RAPL1","IL1RAPL1_3J5Q3"
"4399","XP_003360330","RP2",440.326822139875,1.22192088737637,0.155314618889832,7.86739133837174,3.62112549849241e-15,1.01278724802916e-13,TRUE,"3JF4Z","RP2","RP2_3JF4Z"
"4405","XP_003360412","ERCC6L",51.5032025398449,0.305399368890641,0.182456538637142,1.67381981030563,0.0941660177581672,0.233275218378407,FALSE,"3J373","ERCC6L","ERCC6L_3J373"
"4406","XP_003360439","NAP1L3",177.422220251916,-0.110406079863199,0.103654032066881,-1.0651402329623,0.286812475036905,0.512232141240902,FALSE,"3JEFC","NAP1L3","NAP1L3_3JEFC"
"4412","XP_003360781","GALNT4",226.990238049412,-0.39685913145258,0.109304661578408,-3.63076126600419,0.000282586483930789,0.00172247517054062,TRUE,"3J29M","GALNT4","GALNT4_3J29M"
"4418","XP_003361840","CCR4",224.472973706687,-0.0375354070275616,0.0833775134991434,-0.450186212712462,0.652576176794868,0.821272207003418,FALSE,"3J829","CCR4","CCR4_3J829"
"4431","XP_003480304","SMPDL3A",5608.29327885767,0.242363455688872,0.0788807385196085,3.07253025564187,0.00212252315356376,0.0101492061443249,TRUE,"3JBS0","-","-_3JBS0"
"4433","XP_003480407","RSL24D1",680.970958628682,0.209619957676306,0.0644078004400311,3.25457407711787,0.00113562539243403,0.00586982955623073,TRUE,"3J7VI","RSL24D1","RSL24D1_3J7VI"
"4434","XP_003480489","PDCD7",272.090752912984,-0.0804735941898819,0.0880831897041759,-0.913608992364485,0.360922339611939,0.593272441945986,FALSE,"3JBIW","PDCD7","PDCD7_3JBIW"
"4435","XP_003480494","SMAD6",21.2914634173158,-3.0666986838557,0.391802097488011,-7.82716249738693,4.99003953905853e-15,1.36873094173437e-13,TRUE,"3J30C","SMAD6","SMAD6_3J30C"
"4450","XP_003480683","EDF1",517.811966471608,-0.219389626232827,0.0844668134181547,-2.59734702132935,0.00939469575275707,0.0358334237061901,TRUE,"3J4M3","EDF1","EDF1_3J4M3"
"4458","XP_003480779","CYP2R1",32.7885756474718,-0.301093943282378,0.208741886552428,-1.44242225772332,0.14918328855144,0.325308804444801,FALSE,"3J3D2","CYP2R1","CYP2R1_3J3D2"
"4459","XP_003480809","MED26",222.349367906439,-0.00676948702977399,0.0927997616805009,-0.0729472458461755,0.941848097313732,0.975190348105666,FALSE,"3J726","MED26","MED26_3J726"
"4460","XP_003480823","NDUFB7",275.025521355362,-0.245867215049141,0.102265771993613,-2.40419849433588,0.0162079700213128,0.0561128604978932,FALSE,"3JGNX","NDUFB7","NDUFB7_3JGNX"
"4461","XP_003480825","STX10",614.53847896106,-0.0954868048475029,0.066764331778487,-1.43020685302913,0.152657659151715,0.330687191821662,FALSE,"3J47E","STX10","STX10_3J47E"
"4463","XP_003480863","TNFSF9",144.023813185851,0.413954601460924,0.12211058177079,3.3899977828125,0.00069893188951091,0.00381489955509159,TRUE,"3JFBS","TNFSF9","TNFSF9_3JFBS"
"4464","XP_003480864","DENND1C",2194.36148602826,0.0410413625577186,0.0586560270481281,0.699695574745347,0.484117440667646,0.704403170705815,FALSE,"3JFJR","DENND1C","DENND1C_3JFJR"
"4467","XP_003480891","SCAMP4",634.372785552467,-0.224599065690426,0.0659836942756202,-3.40385709160591,0.000664415047215252,0.00365192819605007,TRUE,"3J3PZ","SCAMP4","SCAMP4_3J3PZ"
"4470","XP_003480930","SLCO4C1",71.7333112562383,0.00708267112124109,0.151257989786341,0.0468251041233968,0.962652620777783,0.984436203624729,FALSE,"3JE2I","SLCO4C1","SLCO4C1_3JE2I"
"4471","XP_003480935","REEP5",6320.58553024348,0.0306822267921022,0.0457457578030893,0.670711958126753,0.502404043466794,0.719711893168668,FALSE,"3JETW","REEP5","REEP5_3JETW"
"4473","XP_003480965","KDM3B",2881.99416411378,-0.159995365689136,0.0584471249922875,-2.73743773898627,0.00619198396588275,0.0254179980391119,TRUE,"3J464","KDM3B","KDM3B_3J464"
"4475","XP_003480979","WDR55",331.459006706845,-0.0530455558374742,0.0896964554564084,-0.591389654892816,0.554259370309516,0.755969378425075,FALSE,"3JCDB","IK","IK_3JCDB"
"4476","XP_003481037","GNB2",2950.01311828229,-0.0156379553475293,0.0783094024759517,-0.199694479246366,0.841719531735572,0.928226744283731,FALSE,"3JN7J","GNB2","GNB2_3JN7J"
"4478","XP_003481053","CASTOR2",142.009273028516,-0.399479269226658,0.0978466902868522,-4.08270599706055,4.4514323835413e-05,0.000322077556809153,TRUE,"3JBF5","GATSL2","GATSL2_3JBF5"
"4481","XP_003481130","HBZ",1.24091686440161,-0.017469045524614,1.18850453591861,-0.014698341484336,0.988272842520039,NA,FALSE,"3JGEV","HBZ","HBZ_3JGEV"
"4484","XP_003481157","PGP",262.885821835772,-0.550832486255728,0.0950702658258169,-5.79395125774588,6.87494189432863e-09,9.33864519579146e-08,TRUE,"3J69K","PGP","PGP_3J69K"
"4486","XP_003481181","ASTL",16.7280852047427,-0.0881766352218746,0.270817383304511,-0.32559444355434,0.744731216716147,0.876931416135978,FALSE,"3J3SW","ASTL","ASTL_3J3SW"
"4487","XP_003481184","GPR45",4.68039080914134,-0.298470094609896,0.57280400655795,-0.521068447833387,0.602319089929659,0.789182646524739,FALSE,"3J6UN","GPR45","GPR45_3J6UN"
"4491","XP_003481250","LGALSL",115.162716648519,-0.078611646886416,0.119039647884688,-0.660382051554507,0.509008687226689,0.724891253153134,FALSE,"3J7B0","LGALSL","LGALSL_3J7B0"
"4492","XP_003481253","PEX13",525.355680239059,0.495979708451962,0.0718352616863644,6.90440456133408,5.04144370031752e-12,9.94359201978234e-11,TRUE,"3JDR1","PEX13","PEX13_3JDR1"
"4496","XP_003481306","TRMT61B",187.555444013682,0.045090744160897,0.0959463351746941,0.469957962217089,0.638385051783151,0.812825651496631,FALSE,"3J6PD","TRMT61B","TRMT61B_3J6PD"
"4500","XP_003481358","ACP1",631.991960886629,-0.0535033440631867,0.0716592271457606,-0.746635795476227,0.455283435075001,0.681248086810611,FALSE,"3JCKR","ACP1","ACP1_3JCKR"
"4502","XP_003481399","UTP23",329.217055675974,0.14451798461631,0.0846504917374242,1.70723148383576,0.0877790353424353,0.221210948593396,FALSE,"3JA40","-","-_3JA40"
"4505","XP_003481462","ADAMTS4",2.24019780086734,2.37434493731831,0.931921497997946,2.5477950046427,0.0108406152323326,NA,FALSE,"3JAZW","ADAMTS4","ADAMTS4_3JAZW"
"4513","XP_003481572","TTLL1",205.069388230401,-0.0981279453209224,0.103682170606143,-0.946430275786577,0.343929169349713,0.576402314172441,FALSE,"3JFGG","TTLL1","TTLL1_3JFGG"
"4515","XP_003481576","SMDT1",473.748322307976,-0.154900279953908,0.076611071956222,-2.02190461507213,0.0431862069068824,0.125733767242034,FALSE,"3JHH0","-","-_3JHH0"
"4517","XP_003481589","POLR2F",298.310158047072,-0.225119744770938,0.0928598565866899,-2.42429563264268,0.0153381135925063,0.0534812090745451,FALSE,"3JGGM","POLR2F","POLR2F_3JGGM"
"4519","XP_003481600","NOL12",479.651485797037,-0.0369140944416059,0.0817871335708224,-0.451343540602761,0.651741968437704,0.820920614508355,FALSE,"3JBPQ","-","-_3JBPQ"
"4520","XP_003481609","CCNT1",2021.99944872391,0.154952289964811,0.0530847012979588,2.91896320740471,0.00351197672104884,0.0156647934216508,TRUE,"3J5TT","CCNT1","CCNT1_3J5TT"
"4521","XP_003481615","RND1",90.2395478285414,3.7428782747679,0.382562023708028,9.78371621545078,1.32263047684123e-22,7.1864326641364e-21,TRUE,"3JA1M","RND1","RND1_3JA1M"
"4522","XP_003481623","KCNH3",3.63042944184928,-0.154452178399259,0.595937589769936,-0.25917508989303,0.795500149984474,NA,FALSE,"3J7CA","KCNH3","KCNH3_3J7CA"
"4524","XP_003481678","SPRYD4",218.045102804735,0.13411559236525,0.0857981604442863,1.56315230618889,0.118016775122709,0.275613806789056,FALSE,"3JDTN","-","-_3JDTN"
"4527","XP_003481701","TMBIM4",867.680685918321,0.103346027971936,0.0604619418600309,1.70927404566631,0.0874001986108382,0.220484221277467,FALSE,"3JCYQ","TMBIM4","TMBIM4_3JCYQ"
"4528","XP_003481707","RAB21",1759.33683096186,0.732438420236489,0.0606193714275211,12.082580254271,1.30557404533953e-33,1.64995546574354e-31,TRUE,"3JADF","RAB21","RAB21_3JADF"
"4529","XP_003481709","ATXN7L3B",1934.7577320191,-0.137186724596709,0.0448004210349894,-3.06217489540033,0.00219735023481896,0.0104338971211373,TRUE,"3JHIK","ATXN7L3B","ATXN7L3B_3JHIK"
"4530","XP_003481713","BBS10",142.898712312159,-0.469562160363545,0.11253688852408,-4.17251770972032,3.01252175841605e-05,0.000224635636889582,TRUE,"3J4RM","BBS10","BBS10_3J4RM"
"4532","XP_003481731","WBP11",1896.2228392274,0.211687445306079,0.0463379091445184,4.56834262085217,4.91595980561349e-06,4.32102989405315e-05,TRUE,"3J4UR","WBP11","WBP11_3J4UR"
"4536","XP_003481811","ACSS3",229.63824949495,-0.365298128269224,0.105887902265205,-3.44985707011463,0.000560883429674454,0.00315088317210269,TRUE,"3J1MQ","ACSS3","ACSS3_3J1MQ"
"4540","XP_003481836","RFWD3",747.677097097595,-0.0203830529335353,0.0547127907851486,-0.372546394381113,0.709486076063423,0.856313468941289,FALSE,"3J1QC","RFWD3","RFWD3_3J1QC"
"4542","XP_003481878","LRFN3",12.6591758965295,-0.108931376690933,0.343723082861873,-0.316916093571485,0.751307270100774,0.881268706441341,FALSE,"3J818","LRFN3","LRFN3_3J818"
"4543","XP_003481903","RAB4B",1489.38307177011,-0.140718535399114,0.0616457922769441,-2.28269489614044,0.0224483466461144,0.0735107950344256,FALSE,"3J3G9","RAB4B","RAB4B_3J3G9"
"4544","XP_003481923","LYPD3",16.9823080128959,0.148739259317157,0.30369438296274,0.489766250748882,0.624299315059524,0.803983289117644,FALSE,"3JENK","LYPD3","LYPD3_3JENK"
"4547","XP_003481956","LOC100627967",160.064953036632,-0.217798771771116,0.103335265730963,-2.10769063427158,0.0350577579609344,0.10623808322762,FALSE,"3JE03","ZNF580","ZNF580_3JE03"
"4549","XP_003481998","SRM",227.320118249524,0.0505725214851135,0.113368348790874,0.446090306725755,0.655532014428409,0.823343994651107,FALSE,"3JCNW","SRM","SRM_3JCNW"
"4556","XP_003482134","RNF11",1028.25539876348,0.370427418840297,0.07933195658318,4.66933421025488,3.02177445402281e-06,2.76431603003127e-05,TRUE,"3JE3W","RNF11","RNF11_3JE3W"
"4564","XP_003482336","ISCA2",296.216298983254,-0.211810770164982,0.075813318476485,-2.79384644309798,0.00520852048235024,0.0219315418279956,TRUE,"3JGHI","ISCA2","ISCA2_3JGHI"
"4566","XP_003482354","NDUFB1",157.926245265732,-0.0174375505464981,0.107981118264709,-0.161487034277151,0.871709822480987,0.943610258317881,FALSE,"3JI24","NDUFB1","NDUFB1_3JI24"
"4568","XP_003482367","ANKRD9",42.4603528983062,-0.0795078640971923,0.18221858726729,-0.436332348360077,0.662595615082802,0.827807834572912,FALSE,"3JFZ0","ANKRD9","ANKRD9_3JFZ0"
"4569","XP_003482370","ZNF839",186.985574858363,-0.278103506551657,0.100781785492812,-2.75946199198357,0.00578966214959581,0.0240100695027356,TRUE,"3JCCV","ZNF839","ZNF839_3JCCV"
"4572","XP_003482415","KLB",64.9171454161614,0.237690706208405,0.141945934687338,1.67451577061339,0.0940292776069905,0.233037987398731,FALSE,"3JCSN","KLB","KLB_3JCSN"
"4579","XP_003482470","TMEM154",1439.89681484741,-0.0257376157480946,0.059326141598592,-0.433832625122302,0.664409988297832,0.828935846489797,FALSE,"3JGMS","TMEM154","TMEM154_3JGMS"
"4585","XP_003482599","LOC100738212",0.837712123364788,-0.774420751009811,1.86083074742845,-0.41616936525797,0.677286074926264,NA,FALSE,"3JCU7","Olfr556","Olfr556_3JCU7"
"4588","XP_003482613","NEU3",261.67561044992,-0.0227391583335983,0.0850002317347506,-0.267518780472946,0.789069756202469,0.899887641080904,FALSE,"3J22Q","NEU3","NEU3_3J22Q"
"4591","XP_003482633","RAB38",8.67012210970968,-0.168084283391919,0.402721802830406,-0.417370706553733,0.676407277928439,0.835380600512828,FALSE,"3J5V8","RAB38","RAB38_3J5V8"
"4592","XP_003482645","PANX1",465.410950132245,0.202607023546385,0.0739929393758917,2.73819401223029,0.00617776191466806,0.0253728444935368,TRUE,"3J446","PANX1","PANX1_3J446"
"4594","XP_003482716","GTPBP10",396.421857888278,-0.106918429259286,0.0740634624971722,-1.44360560058029,0.148849948630629,0.324955030487396,FALSE,"3J2AB","GTPBP10","GTPBP10_3J2AB"
"4596","XP_003482730","SP4",502.669876971975,0.0979630744591067,0.0915412346403844,1.07015242741646,0.284550703697977,0.50986948618303,FALSE,"3J8IV","SP4","SP4_3J8IV"
"4598","XP_003482786","COLGALT2",0.330720210344557,1.30048262106317,2.80839406305309,0.463069851262031,0.643314299401744,NA,FALSE,"3J3QY","COLGALT2","COLGALT2_3J3QY"
"4600","XP_003482828","MIXL1",1.05266925379853,-0.102914606136657,1.18349947222756,-0.0869578808877317,0.930704991417029,NA,FALSE,"3JFZV","MIXL1","MIXL1_3JFZV"
"4602","XP_003482906","SHISA2",203.32420000469,-0.238357303190104,0.098726113417507,-2.41432884309043,0.0157642274929031,0.0547878356603016,FALSE,"3J793","SHISA2","SHISA2_3J793"
"4605","XP_003482935","LPAR6",383.059460508528,-0.79027064209524,0.116178199850646,-6.80222832778596,1.03013155986736e-11,1.95931711737983e-10,TRUE,"3JCQR","LPAR6","LPAR6_3JCQR"
"4607","XP_003482979","RAB20",8.94669327905368,-1.073895597309,0.429241559799345,-2.5018444108977,0.0123548207540187,0.0448003394015544,TRUE,"3J7H4","RAB20","RAB20_3J7H4"
"4617","XP_003483115","TNFAIP1",244.019465020422,0.224575005939773,0.105500629782545,2.12866033503933,0.0332823727651756,0.102054378459141,FALSE,"3J3IV","TNFAIP1","TNFAIP1_3J3IV"
"4618","XP_003483123","TAOK1",2436.52240605941,0.047633294435058,0.079531083937865,0.598926760161754,0.54922172554363,0.752813678757923,FALSE,"3JETB","TAOK1","TAOK1_3JETB"
"4619","XP_003483140","ALOX12",104.990282196884,0.192789107206479,0.142147610687123,1.35625992075816,0.175016482801681,0.364377944055934,FALSE,"3JBEA","ALOX12","ALOX12_3JBEA"
"4620","XP_003483144","SLC35G6",30.6585020132722,-0.169310839268879,0.213199331091201,-0.79414338873536,0.427111960864267,0.657266875099912,FALSE,"3JECK","SLC35G6","SLC35G6_3JECK"
"4625","XP_003483226","SLC25A20",249.704310602461,-0.449850651628587,0.0841937442079649,-5.34304128959298,9.13999334424746e-08,1.06514635550687e-06,TRUE,"3J1KI","SLC25A20","SLC25A20_3J1KI"
"4626","XP_003483262","VHL",885.476836772551,0.509504921247032,0.0683036830739133,7.45940626211448,8.69132360317898e-14,2.12744149202061e-12,TRUE,"3JBJ1","VHL","VHL_3JBJ1"
"4628","XP_003483305","GK5",639.65090776554,-0.437379546046265,0.126282880681026,-3.4634904088942,0.000533215603764979,0.00301267000186203,TRUE,"3J90F","GK5","GK5_3J90F"
"4629","XP_003483331","MAGEF1",124.078496147615,-1.24953782681418,0.149041761059308,-8.3838101343754,5.12414229193112e-17,1.68770254136365e-15,TRUE,"3J9JV","MAGEF1","MAGEF1_3J9JV"
"4630","XP_003483360","PLA1A",1.7163445142489,0.392987044466718,0.865228811558962,0.454200136676721,0.649684784678678,NA,FALSE,"3J4CG","PLA1A","PLA1A_3J4CG"
"4632","XP_003483373","ZBED2",7.55104159606874,-0.461975826286494,0.400677436057735,-1.15298687850225,0.248915770290029,0.465652626855064,FALSE,"3JD89","ZBED2","ZBED2_3JD89"
"4636","XP_003483439","NKX3-1",69.9717977087712,0.221659542327467,0.17696446296105,1.25256528129184,0.210363956632221,0.414470940857545,FALSE,"3J44F","NKX3-1","NKX3-1_3J44F"
"4643","XP_003483500","SF3A1",3144.12122958194,-0.0207583158996937,0.0380383702097177,-0.545720434005097,0.585258123532979,0.77774593809979,FALSE,"3JB58","-","-_3JB58"
