"","MacProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"4174","XP_014969152","FOSL1",43.5250594648583,-1.55693089660576,0.159366916045355,-9.76947371035695,1.52240837538327e-22,1.31679153335861e-20,TRUE,"3J9E8","FOSL1","FOSL1_3J9E8"
"4175","XP_014969153","FIBP",177.235687532802,0.23959586391203,0.0619242006324043,3.86917976276066,0.000109202108618571,0.000742153932886764,TRUE,"3J8HA","FIBP","FIBP_3J8HA"
"4176","XP_014969158","EFEMP2",354.170137138947,-0.175362778407995,0.0713622233933896,-2.45736147318861,0.0139961777840604,0.0434595849099348,TRUE,"3JCNR","EFEMP2","EFEMP2_3JCNR"
"4179","XP_014969277","KCNK7",231.415687906837,-0.985527002034893,0.151911334110995,-6.48751462688629,8.72638705454539e-11,2.32311740412539e-09,TRUE,"3JASD","KCNK7","KCNK7_3JASD"
"4180","XP_014969278","ZNRD2",114.51210923511,-0.368399180462971,0.0821362473411491,-4.48522050116122,7.28385694673754e-06,7.00949182582156e-05,TRUE,"3J5NV","SSSCA1","SSSCA1_3J5NV"
"4184","XP_014969291","VPS51",599.452937181767,0.141072918704069,0.0559379925732805,2.52195175790871,0.0116705712335353,0.0375652507333208,TRUE,"3J8W2","VPS51","VPS51_3J8W2"
"4185","XP_014969294","TM7SF2",125.26813917396,-0.137312753068899,0.0930237452627149,-1.47610432885824,0.139915886990763,0.261276017446543,FALSE,"3JCH2","TM7SF2","TM7SF2_3JCH2"
"4187","XP_014969307","SAC3D1",38.4246101174342,0.48204331781657,0.117419944253982,4.10529336288815,4.03802101419422e-05,0.000314755188500546,TRUE,"3JD9F","SAC3D1","SAC3D1_3JD9F"
"4188","XP_014969308","NAALADL1",10.8776348104603,0.51612188470157,0.182494889443638,2.82814431831512,0.00468186950123051,0.0177805366686654,TRUE,"3JCFH","NAALADL1","NAALADL1_3JCFH"
"4191","XP_014969325","ADAMTS4",131.342819438831,-0.173882389462931,0.0848467149276488,-2.04937091095637,0.040425859457645,0.100820562625377,FALSE,"3JAZW","ADAMTS4","ADAMTS4_3JAZW"
"4195","XP_014969382","PPP1R14B",165.61726683524,0.152693443835674,0.0741012263859796,2.06060616379441,0.0393406282441045,0.098658489810582,FALSE,"3JF6E","PPP1R14B","PPP1R14B_3JF6E"
"4197","XP_014969403","OTUB1",718.204673288647,0.0407010022766426,0.0480612808762097,0.846856378661133,0.397075178955582,0.555201805222043,FALSE,"3J4HG","OTUB1","OTUB1_3J4HG"
"4201","XP_014969439","SLC3A2",563.182928603788,0.0378041995945404,0.0866981260673049,0.436044022049479,0.662804790128313,0.777284332425454,FALSE,"3J52U","SLC3A2","SLC3A2_3J52U"
"4204","XP_014969443","WDR74",448.513581569338,-0.0623187406181367,0.0530044990668598,-1.17572548963302,0.239704589410363,0.388831644357233,FALSE,"3JCAK","WDR74","WDR74_3JCAK"
"4205","XP_014969444","TMEM223",76.6948586286593,-0.000714079263459861,0.0679878806598872,-0.0105030375491785,0.991619942570921,0.995154962355507,FALSE,"3J8TJ","TMEM223","TMEM223_3J8TJ"
"4206","XP_014969447","UBXN1",2089.27240767343,-0.131092374425506,0.0467574622318461,-2.8036674397658,0.00505249898689063,0.018888340295057,TRUE,"3J79D","UBXN1","UBXN1_3J79D"
"4207","XP_014969451","TUT1",205.369345015883,-0.184203558368773,0.0756554259565978,-2.43476995918902,0.014901259739551,0.0456772603203401,TRUE,"3J9DY","TUT1","TUT1_3J9DY"
"4211","XP_014969494","DDB1",1328.9732432402,0.0266509521365893,0.0421306116437882,0.632579283726557,0.527008418910764,0.668366039022695,FALSE,"3JFZF","DDB1","DDB1_3JFZF"
"4215","XP_014969528","PPP1R32",2.42995620830291,0.0535804407615631,0.44306922623783,0.120930178826733,0.903746338334338,0.942431935751212,FALSE,"3JFXV","PPP1R32","PPP1R32_3JFXV"
"4217","XP_014969546","SLC15A3",1750.51631583171,-1.67774787562017,0.148937449179948,-11.2647818588131,1.95836315158537e-29,2.97023008420382e-27,TRUE,"3J3GT","SLC15A3","SLC15A3_3J3GT"
"4218","XP_014969547","TMEM109",448.487853686467,0.3835291792036,0.0930218798022673,4.1229996643677,3.73970243617461e-05,0.000294056120364705,TRUE,"3J419","TMEM109","TMEM109_3J419"
"4219","XP_014969575","MPEG1",1614.9846380871,0.477192039089995,0.111090290157195,4.29553328571524,1.74273884725806e-05,0.000149001058171484,TRUE,"3JA30","MPEG1","MPEG1_3JA30"
"4222","XP_014969646","RTN4RL2",11.5896926951469,0.226060066782594,0.307462599790022,0.735244114038518,0.462190837080431,0.613623724460685,FALSE,"3JBP6","RTN4RL2","RTN4RL2_3JBP6"
"4225","XP_014969663","LOC702145",1.1553339091047,-0.784694786123042,0.640798023431364,-1.22455868687162,0.220741541745285,NA,FALSE,"3J3KP","OR5B21","OR5B21_3J3KP"
"4226","XP_014969742","LRRC38",2.6181919861874,-0.145527968333657,0.324252449715325,-0.448810698150228,0.65356822065575,0.770522157229192,FALSE,"3J7E4","LRRC38","LRRC38_3J7E4"
"4227","XP_014969751","NUP160",473.43474468357,0.0545422141226914,0.0514696617524343,1.0596963777426,0.289282751242477,0.445258467299568,FALSE,"3J74Z","NUP160","NUP160_3J74Z"
"4231","XP_014969841","LRP4",5.26443367528408,-0.400531810489744,0.255068865744412,-1.57028890735371,0.116347913651674,0.226378626462743,FALSE,"3JCD1","LRP4","LRP4_3JCD1"
"4232","XP_014969885","CRY2",184.905424622883,0.141699880630656,0.0706885719351501,2.00456561437756,0.0450095057615821,0.109955731123774,FALSE,"3J7G6","CRY2","CRY2_3J7G6"
"4234","XP_014969909","C14H11orf96",11.4440734210526,-0.555938802340261,0.3049831110784,-1.82285110927782,0.0683259444422332,0.151519322411667,FALSE,"3JFGQ","C11orf96","C11orf96_3JFGQ"
"4237","XP_014970025","PDHX",134.735851541341,-0.685646215973617,0.116697078175415,-5.8754360151415,4.21731840067287e-09,8.48070834689931e-08,TRUE,"3JCZM","PDHX","PDHX_3JCZM"
"4238","XP_014970034","ABTB2",292.901743850026,-0.404207810998584,0.100428287152147,-4.02484023635907,5.7014008857806e-05,0.000422543258351882,TRUE,"3JAF2","ABTB2","ABTB2_3JAF2"
"4239","XP_014970037","CAPRIN1",1035.22117000704,0.209283603060011,0.0614666939429003,3.40482934147111,0.000662054141009483,0.00346504496595899,TRUE,"3J40B","CAPRIN1","CAPRIN1_3J40B"
"4241","XP_014970053","DEPDC7",28.5250375656701,-0.173468127579259,0.140814187954356,-1.23189381765627,0.21798875113179,0.363488985221846,FALSE,"3J7WP","DEPDC7","DEPDC7_3J7WP"
"4243","XP_014970057","EIF3M",773.278670047254,0.32096222152463,0.0923598379690048,3.47512759422924,0.000510610418252356,0.00276445866714455,TRUE,"3JAIF","EIF3M","EIF3M_3JAIF"
"4244","XP_014970067","RCN1",75.0967065077867,-0.162688238619936,0.0744880901835081,-2.1840839014551,0.0289560834065699,0.0776815107532754,FALSE,"3JEN8","RCN1","RCN1_3JEN8"
"4247","XP_014970111","FANCF",182.863981516898,0.0382054396173128,0.0636386156888539,0.600349947964131,0.548273037445159,0.685962379891738,FALSE,"3J80J","FANCF","FANCF_3J80J"
"4249","XP_014970141","TMEM86A",31.9983963922303,0.94238721252559,0.152804561956214,6.16727145093763,6.94784280306911e-10,1.59526322441044e-08,TRUE,"3JDDH","TMEM86A","TMEM86A_3JDDH"
"4250","XP_014970142","IGSF22",4.63362259135064,0.580197936375916,0.261655209272016,2.21741404648567,0.0265948107223797,0.0727053108057746,FALSE,"3J8Q3","IGSF22","IGSF22_3J8Q3"
"4257","XP_014970296","PDE3B",1098.46108900831,0.172747482865486,0.0603956759420684,2.86026243056185,0.00423290567876765,0.0163468370570863,TRUE,"3J9BQ","PDE3B","PDE3B_3J9BQ"
"4258","XP_014970298","COPB1",449.394646934482,0.08316138457926,0.0688551811473326,1.20777235922618,0.227134836243564,0.374134070223912,FALSE,"3J5NJ","COPB1","COPB1_3J5NJ"
"4259","XP_014970317","PARVA",0.909653017086448,0.577596001800166,0.778424408784938,0.742006539468297,0.458083373468752,NA,FALSE,"3J3WM","PARVA","PARVA_3J3WM"
"4261","XP_014970389","NRIP3",4.26089367194539,-0.910535817341397,0.344136347636564,-2.64585773515269,0.00814840776972793,0.0279535294897468,TRUE,"3JCS9","NRIP3","NRIP3_3JCS9"
"4262","XP_014970442","OLFML1",33.8225076892033,-0.291981023368946,0.106494928811669,-2.74173640592125,0.00611153643104711,0.022177617542622,TRUE,"3JBHZ","OLFML1","OLFML1_3JBHZ"
"4268","XP_014970505","LOC106993357",9.98213929836228,-0.268965093673115,0.162099946445781,-1.65925467324616,0.0970644847364441,0.19731731263407,FALSE,"3J4D3","OR2D2","OR2D2_3J4D3"
"4274","XP_014970629","PHOX2A",7.70836376668967,-0.00597702273094344,0.205852711243843,-0.0290354336108955,0.976836330564685,0.9866889138796,FALSE,"3JEGD","PHOX2A","PHOX2A_3JEGD"
"4279","XP_014970686","POLD3",405.386579823675,-0.153282133951773,0.100850296554809,-1.51989770172335,0.128536688188399,0.244592211831909,FALSE,"3JCPF","POLD3","POLD3_3JCPF"
"4281","XP_014970696","RNF169",705.831700970536,0.29382043902006,0.067607063103491,4.34600211179545,1.38641234459037e-05,0.000121824409079734,TRUE,"3JQ99","RNF169","RNF169_3JQ99"
"4282","XP_014970697","TPBGL",0.775806996896452,0.1478156011135,0.849972011231332,0.173906433576987,0.861938996413868,NA,FALSE,"3JDYA","TPBGL","TPBGL_3JDYA"
"4283","XP_014970708","MAP6",11.7461238954385,-0.233787331478198,0.232528117985793,-1.00541531709504,0.314696907377309,0.472012486537023,FALSE,"3J2E1","MAP6","MAP6_3J2E1"
"4285","XP_014970726","TSKU",363.444402424595,-0.36216367640432,0.0831317532141778,-4.35650232795227,1.32157288266935e-05,0.000116986087850595,TRUE,"3J2SY","TSKU","TSKU_3J2SY"
"4296","XP_014970829","DDIAS",4.96852306604958,-0.288467326257806,0.219552988084644,-1.31388476546989,0.188884986212914,0.326905813891637,FALSE,"3J5H9","DDIAS","DDIAS_3J5H9"
"4301","XP_014970966","VSTM5",10.6856628578833,-0.204635601035335,0.221488865984576,-0.923909200246598,0.355533592573502,0.513109092223784,FALSE,"3J913","VSTM5","VSTM5_3J913"
"4302","XP_014970974","FUT4",83.7669728974145,-0.369394049896281,0.0907833553169527,-4.06896229607963,4.72229875294721e-05,0.000358744790977863,TRUE,"3JBJ5","FUT4","FUT4_3JBJ5"
"4305","XP_014971021","TRPC6",13.838931863966,0.204422220505772,0.191836249830055,1.06560788530253,0.286600933184475,0.442538306423432,FALSE,"3J9X3","TRPC6","TRPC6_3J9X3"
"4307","XP_014971044","MMP1",83.4726074946044,0.491493259332286,0.18106334727985,2.71448234397565,0.00663794386140962,0.0237032976085085,TRUE,"3JADJ","MMP1","MMP1_3JADJ"
"4310","XP_014971092","CUL5",681.359584379923,-0.231163657649337,0.0713719514408668,-3.23885858495633,0.00120009059795586,0.00571569022737183,TRUE,"3J2XI","CUL5","CUL5_3J2XI"
"4313","XP_014971119","FDX1",226.31642501478,0.0757124111515242,0.0991777768506328,0.763400971021474,0.445224301015554,0.598551546252933,FALSE,"3JAN5","FDX1","FDX1_3JAN5"
"4319","XP_014971165","FDXACB1",77.5926524737835,-0.0102419052823483,0.0733420331584825,-0.139645778024955,0.888939869337793,0.932133889961929,FALSE,"3J6MP","FDXACB1","FDXACB1_3J6MP"
"4322","XP_014971244","C14H11orf71",74.1999305233281,-0.974900478802572,0.113159954218522,-8.61524278208839,6.97935417928201e-18,4.14089121099715e-16,TRUE,"3JHNJ","C11orf71","C11orf71_3JHNJ"
"4323","XP_014971248","HHIPL2",12.4026580598935,-0.410807788963206,0.222855713724654,-1.84338010498924,0.0652735327705739,0.146528671594731,FALSE,"3JA3K","HHIPL2","HHIPL2_3JA3K"
"4326","XP_014971263","RNF214",125.198641483093,0.204586520961092,0.070903757433201,2.88541155458276,0.00390902281115769,0.0153153764387672,TRUE,"3JC5S","RNF214","RNF214_3JC5S"
"4327","XP_014971267","PCSK7",363.65930126044,0.195073826085591,0.0565756780446782,3.44801569910554,0.000564721212385492,0.00301497291798372,TRUE,"3J5NI","-","-_3J5NI"
"4328","XP_014971281","HLX",435.003945354881,0.591955812374205,0.11876473216384,4.98427270107072,6.21953106594769e-07,7.94484226377909e-06,TRUE,"3JCA8","HLX","HLX_3JCA8"
"4330","XP_014971302","CD3E",2015.81414468898,0.164512836583203,0.0752741192107725,2.18551659332681,0.0288509906568365,0.0774738984903859,FALSE,"3JGQB","CD3E","CD3E_3JGQB"
"4333","XP_014971410","IARS2",374.922661015043,0.147525969602594,0.0611036997784981,2.41435412483006,0.0157631335717511,0.0478479665472081,TRUE,"3JBMM","IARS2","IARS2_3JBMM"
"4337","XP_014971434","ABCG4",19.9724878496948,0.338087791995604,0.194613254051141,1.73722901682103,0.0823467550738866,0.174514287112346,FALSE,"3J2TB","ABCG4","ABCG4_3J2TB"
"4341","XP_014971510","TBRG1",259.410855388616,0.205639447731137,0.0453888525069018,4.5306156990831,5.88120355060784e-06,5.78372058764571e-05,TRUE,"3J6FC","TBRG1","TBRG1_3J6FC"
"4349","XP_014971610","ADAMTS8",1.0838604602111,0.211969684847292,0.606472682011737,0.349512337710192,0.726704710002802,NA,FALSE,"3J49R","ADAMTS8","ADAMTS8_3J49R"
"4350","XP_014971645","LOC715094",0.73310812491032,-0.452991179312087,1.16752527266391,-0.387992611310681,0.6980215014693,NA,FALSE,"3JF7C","-","-_3JF7C"
"4355","XP_014971749","CYSRT1",2.19007677090054,-0.190817774089778,0.493708691177584,-0.386498713714444,0.699127355049743,0.804031924264769,FALSE,"3JH27","CYSRT1","CYSRT1_3JH27"
"4359","XP_014971802","CENPF",340.066010630287,0.151710922689942,0.0755184554606187,2.0089251265084,0.0445450747677983,0.109080986387046,FALSE,"3JBNG","CENPF","CENPF_3JBNG"
"4360","XP_014971821","CLIC3",15.4016110130378,0.0582004606346249,0.132191804236492,0.440272836661673,0.659739511839574,0.775463071903559,FALSE,"3J21G","CLIC3","CLIC3_3J21G"
"4364","XP_014971837","CCDC183",27.3664059916016,-0.112267476568592,0.133134817288078,-0.843261581421383,0.399082164249738,0.557033867235684,FALSE,"3JBG0","CCDC183","CCDC183_3JBG0"
"4367","XP_014971860","QSOX2",470.540083174837,0.0628454595311016,0.0521912004561221,1.20413899243296,0.228535861172538,0.375924298638429,FALSE,"3JD07","QSOX2","QSOX2_3JD07"
"4371","XP_014971877","LCN10",30.5218708890369,-0.451701474070099,0.117624350900492,-3.84020375553214,0.000122932236815917,0.00082070414888543,TRUE,"3JGE0","LCN10","LCN10_3JGE0"
"4372","XP_014971882","OLFM1",71.5866051102513,1.48311194363944,0.160487005152187,9.24132107913054,2.43472340496435e-20,1.81441653884835e-18,TRUE,"3J6QX","OLFM1","OLFM1_3J6QX"
"4374","XP_014971906","WDR5",319.03133552269,0.134763121424279,0.0444723834390777,3.03026532429704,0.00244338987609998,0.0103496499647455,TRUE,"3J5EM","WDR5","WDR5_3J5EM"
"4376","XP_014971930","REXO4",210.180967167894,0.284814222076568,0.0718200929089699,3.96566212240303,7.31924830235575e-05,0.000524891145852675,TRUE,"3JA4A","REXO4","REXO4_3JA4A"
"4377","XP_014971974","DDX31",65.1765506465322,-0.125052299682391,0.0809573115582689,-1.54466962001801,0.122426196848855,0.235797979031818,FALSE,"3JBZ9","DDX31","DDX31_3JBZ9"
"4379","XP_014971979","GFI1B",39.0923960731482,0.282416689601877,0.136589820625068,2.06762618407045,0.0386751879366247,0.0973524453706271,FALSE,"3J6XA","GFI1B","GFI1B_3J6XA"
"4383","XP_014972030","PLPP7",21.3905957139266,0.286980174953025,0.141684955943201,2.02548092027547,0.0428180056920121,0.105692995826804,FALSE,"3J4AJ","PPAPDC3","PPAPDC3_3J4AJ"
"4384","XP_014972034","LAMC3",3.38622138912261,0.722204662793355,0.304965002864852,2.36815587365415,0.0178770024148804,0.0528579078815595,FALSE,"3JEX9","LAMC3","LAMC3_3JEX9"
"4390","XP_014972069","USP20",681.958665687172,-0.0515151912797193,0.064379866479462,-0.800175491139817,0.42360912770274,0.579144911022275,FALSE,"3JCWJ","USP20","USP20_3JCWJ"
"4391","XP_014972073","TOR1A",277.637070476789,0.258885929859148,0.0606412696496284,4.26913769046942,1.96230112458935e-05,0.000165150759360222,TRUE,"3J575","TOR1A","TOR1A_3J575"
"4394","XP_014972133","IER5L",476.101702155474,0.484611568604354,0.165317277902302,2.93140302546445,0.00337434698879822,0.0135508691213401,TRUE,"3J4UT","IER5L","IER5L_3J4UT"
"4395","XP_014972138","DOLPP1",48.6947096355364,0.297438333805314,0.0981450634979554,3.03059902560978,0.00244069137783135,0.0103470075344103,TRUE,"3JAP9","DOLPP1","DOLPP1_3JAP9"
"4397","XP_014972156","SPOUT1",68.387921185066,0.170048740093017,0.125335176486553,1.35675191003749,0.174860052362538,0.30944625700345,FALSE,"3JC9D","C9orf114","C9orf114_3JC9D"
"4398","XP_014972157","ENDOG",61.9070552329552,0.312197530116337,0.114489800762834,2.72685888206807,0.00639403781751258,0.0229954087707904,TRUE,"3J5K9","ENDOG","ENDOG_3J5K9"
"4399","XP_014972163","WDR34",230.768044450265,-0.0119389485720636,0.058933866096148,-0.202582137621613,0.839461652622048,0.900507327415503,FALSE,"3JEQ4","WDR34","WDR34_3JEQ4"
"4400","XP_014972237","C15H9orf16",221.624071132432,-0.0789036242867761,0.0896948555569867,-0.879689518387657,0.379027529095847,0.53743141109137,FALSE,"3JHAV","C9orf16","C9orf16_3JHAV"
"4404","XP_014972304","MVB12B",17.6019124412232,0.463429546569046,0.136640331714292,3.39160144559699,0.000694854347769019,0.00361475316132883,TRUE,"3J9TC","MVB12B","MVB12B_3J9TC"
"4408","XP_014972431","PSMD5",385.435530728353,-0.232486441148272,0.0720761830503593,-3.22556538525125,0.00125724114310257,0.00593928547905241,TRUE,"3JF9J","PSMD5","PSMD5_3JF9J"
"4423","XP_014972618","ELP1",374.759728823355,0.0440908505264734,0.0528519526949142,0.834233141412694,0.404149618991219,0.561088786450969,FALSE,"3J7KX","IKBKAP","IKBKAP_3J7KX"
"4428","XP_014972697","BATF3",134.242578351485,-1.25728191469974,0.169706897362655,-7.40854929433419,1.27688451693513e-13,4.90200745833011e-12,TRUE,"3JGZF","BATF3","BATF3_3JGZF"
"4430","XP_014972712","GABBR2",1.63471941311607,-0.664059050239671,0.567344397325024,-1.17046903674496,0.241812267540527,NA,FALSE,"3J9W2","GABBR2","GABBR2_3J9W2"
"4439","XP_014972774","INTS7",205.148703612054,-0.128602597860056,0.0747238153223447,-1.72103896602827,0.085243753294633,0.179111679483562,FALSE,"3J9ZF","INTS7","INTS7_3J9ZF"
"4442","XP_014972867","RD3",1.39580248304986,-0.522853796287535,0.664221333133678,-0.787168026990046,0.431183511232142,NA,FALSE,"3JF2E","RD3","RD3_3JF2E"
"4443","XP_014972896","IGFBPL1",99.9467570523981,-0.282570562500483,0.0837960205914149,-3.3721238849549,0.000745908885144446,0.00383632777676564,TRUE,"3J3IH","IGFBPL1","IGFBPL1_3J3IH"
"4444","XP_014972902","SHB",41.0667883842366,-0.287801093539643,0.137120815467624,-2.09888697465919,0.0358268653331892,0.0918138027940142,FALSE,"3JBB0","SHB","SHB_3JBB0"
"4445","XP_014972906","TOMM5",110.933634177952,0.261952346039861,0.0962426426034795,2.72179087100826,0.0064929216970107,0.0232908152212724,TRUE,"3JI7V","TOMM5","TOMM5_3JI7V"
"4446","XP_014972909","POLR1E",338.501166192601,0.160703221277054,0.0731818084773416,2.19594492976776,0.0280958853145124,0.075893776748859,FALSE,"3J4BW","POLR1E","POLR1E_3J4BW"
"4449","XP_014972956","GBA2",559.430990504744,-0.0852971785550465,0.0429709571510949,-1.98499601149501,0.0471449152529643,0.113782158554383,FALSE,"3JAQE","GBA2","GBA2_3JAQE"
"4451","XP_014972994","PIGO",223.476596049055,0.0962918225267746,0.056790958179778,1.69554847484616,0.0899714226726614,0.186587821868186,FALSE,"3JC30","PIGO","PIGO_3JC30"
"4460","XP_014973155","TTC39B",384.855714645822,-0.251238130738228,0.050132933363631,-5.01143886626209,5.40245470282738e-07,7.0091968033008e-06,TRUE,"3J7D5","TTC39B","TTC39B_3J7D5"
"4461","XP_014973190","UHRF2",995.699174999627,0.250242458436131,0.055833869472824,4.48191144190591,7.39774431316594e-06,7.10131281191162e-05,TRUE,"3JB8S","UHRF2","UHRF2_3JB8S"
"4462","XP_014973205","MLANA",60.4838304721412,-0.136436198993142,0.0936230420793204,-1.45729294800685,0.145035532621617,0.268330063230975,FALSE,"3JH1J","MLANA","MLANA_3JH1J"
"4466","XP_014973354","SMC5",811.793088449906,-0.00361035527098713,0.0474448149361903,-0.0760958868918086,0.939342812439527,0.964787359984267,FALSE,"3J3UQ","SMC5","SMC5_3J3UQ"
"4471","XP_014973393","ANXA1",3017.18222045389,0.352803311866761,0.101861288695145,3.4635661534054,0.000533065501649225,0.00286881519215697,TRUE,"3JB3G","ANXA1","ANXA1_3JB3G"
"4472","XP_014973399","OSTF1",1126.1598771164,0.265949890618878,0.0934936514688917,2.84457700004763,0.00444704359027282,0.0170541271017995,TRUE,"3J9FV","OSTF1","OSTF1_3J9FV"
"4476","XP_014973488","UBQLN1",1057.4978299176,0.331119997296736,0.0718139069352044,4.6108060601061,4.01110617727041e-06,4.16123283910756e-05,TRUE,"3J5JX","UBQLN1","UBQLN1_3J5JX"
"4479","XP_014973511","GAS1",25.564201312087,0.318215294159945,0.131245150459553,2.42458706508941,0.0153258079367672,0.04675902047516,TRUE,"3JFVG","GAS1","GAS1_3JFVG"
"4487","XP_014973660","TRARG1",8.85345377672021,-0.485578529729086,0.212471496049846,-2.28538198655677,0.0222904393112437,0.0630508525671468,FALSE,"3JDFH","TUSC5","TUSC5_3JDFH"
"4489","XP_014973672","PRPF8",3862.8228167798,0.178388508196558,0.0626538564238452,2.84720715337589,0.00441046521374251,0.0169379795485686,TRUE,"3J3EE","PRPF8","PRPF8_3J3EE"
"4493","XP_014973689","OVCA2",327.92525028217,-0.111809622904515,0.0432934320669745,-2.58260012122731,0.00980589052263411,0.0325771078303477,TRUE,"3J3FF","OVCA2","OVCA2_3J3FF"
"4497","XP_014973704","MNT",382.036028441925,0.263760296168216,0.0724934477931754,3.63840187213508,0.000274335116199748,0.00163259336766896,TRUE,"3J8X8","MNT","MNT_3J8X8"
"4500","XP_014973756","UBE2G1",587.510651054987,0.283670609387249,0.0486315993576392,5.83305120814805,5.44228564069732e-09,1.0753257416853e-07,TRUE,"3J1H0","UBE2G1","UBE2G1_3J1H0"
"4502","XP_014973819","GLTPD2",16.5372930095096,-0.487698383840534,0.187875274795314,-2.59586251768292,0.00943538104921006,0.031588652519328,TRUE,"3JFHK","GLTPD2","GLTPD2_3JFHK"
"4504","XP_014973845","PFN1",5713.69378561087,0.192729488950779,0.0745615988137079,2.58483578701569,0.00974253861932226,0.0324104192530651,TRUE,"3J7Y6","PFN1","PFN1_3J7Y6"
"4510","XP_014973874","DHX33",172.669027000676,-0.190651162662988,0.0802083416501203,-2.37694931400819,0.0174564866522352,0.0518494487697131,FALSE,"3JDC8","DHX33","DHX33_3JDC8"
"4511","XP_014973878","PITPNM3",1.69858109990881,0.274335104993331,0.42862551815125,0.640034466861876,0.522150191880555,NA,FALSE,"3J6BN","PITPNM3","PITPNM3_3J6BN"
"4522","XP_014973968","ZBTB4",1109.33632060714,0.238765987875566,0.0502448518328979,4.75204880033568,2.01365754341689e-06,2.26229225417682e-05,TRUE,"3JE2G","ZBTB4","ZBTB4_3JE2G"
"4523","XP_014973999","POLR2A",2922.5305868477,-0.19954933029786,0.0601762568849314,-3.31608080375349,0.000912894294377713,0.00454694829278742,TRUE,"3JEZ7","POLR2A","POLR2A_3JEZ7"
"4524","XP_014974000","SENP3",355.261528751624,0.227738505704971,0.0477077722380777,4.77361434041563,1.80948738538613e-06,2.05326289879142e-05,TRUE,"3JBVF","SENP3","SENP3_3JBVF"
"4525","XP_014974003","CD68",578.170488777803,0.313334755051643,0.106925887875233,2.93039189365684,0.00338534764136713,0.0135849137604106,TRUE,"3JC6M","CD68","CD68_3JC6M"
"4526","XP_014974004","SOX15",109.903849614649,-0.252251596019024,0.155665627895924,-1.62047074507466,0.105131193698823,0.209552107236608,FALSE,"3JEY5","SOX15","SOX15_3JEY5"
"4532","XP_014974084","MYH3",1.70625332211383,-0.0290540295567448,0.571361328293387,-0.050850535585821,0.959444621360916,NA,FALSE,"3JBJT","MYH3","MYH3_3JBJT"
"4546","XP_014974286","ALDH3A1",2.28774059945922,-0.637377702439689,0.449585042880386,-1.41770219568729,0.156277728784409,0.284057794687328,FALSE,"3JFZA","ALDH3A1","ALDH3A1_3JFZA"
"4553","XP_014974383","ALDOC",233.899309314665,0.310879511958715,0.223980837952824,1.38797369810802,0.16514505435261,0.296269395252244,FALSE,"3J1MF","ALDOC","ALDOC_3J1MF"
"4554","XP_014974390","SUPT6H",1515.42932366139,-0.0919467440937841,0.0413783938603056,-2.222095531407,0.0262768502095332,0.0720378482508622,FALSE,"3J1XV","SUPT6H","SUPT6H_3J1XV"
"4557","XP_014974417","TRAF4",526.097734890643,-0.175795304316498,0.0519062845711994,-3.38678265587207,0.000707173873927087,0.00366673356011047,TRUE,"3JCD4","TRAF4","TRAF4_3JCD4"
"4559","XP_014974437","TAOK1",2260.06739177177,-0.00158574934501285,0.0636144026994643,-0.0249275207770867,0.980112775645724,0.988558462468129,FALSE,"3JETB","TAOK1","TAOK1_3JETB"
"4561","XP_014974459","BLMH",362.642873493488,0.327730658996888,0.0842180622047427,3.89145333456071,9.96455558628151e-05,0.000685425211311865,TRUE,"3JD33","BLMH","BLMH_3JD33"
"4562","XP_014974460","CPD",3497.67863667999,-0.157037738176118,0.0933134422560873,-1.68290585342621,0.0923933182818441,0.190073062932092,FALSE,"3J86M","CPD","CPD_3J86M"
"4567","XP_014974530","PSMD11",580.542275443092,-0.0355263459815808,0.05522035703722,-0.643355963048827,0.519993150950583,0.662563432344156,FALSE,"3JDSH","PSMD11","PSMD11_3JDSH"
"4571","XP_014974575","PEX12",95.126498686362,0.113705063651644,0.117799650364271,0.965241096217479,0.334424067383657,0.491671181598868,FALSE,"3J9T7","PEX12","PEX12_3J9T7"
"4575","XP_014974613","PPM1E",48.4861669601028,0.138075850664489,0.0977128251332367,1.41307807318246,0.157632769563582,0.286033950466835,FALSE,"3J75X","PPM1E","PPM1E_3J75X"
"4577","XP_014974636","HSF5",5.13425055913785,-0.325365320268178,0.284885108395876,-1.14209311290519,0.253415317875799,0.404671587535485,FALSE,"3J5H0","HSF5","HSF5_3J5H0"
"4579","XP_014974644","EPX",117.900419992285,0.483214736252118,0.189840547245783,2.54537159349056,0.0109161503840589,0.0356051992763104,TRUE,"3J42J","EPX","EPX_3J42J"
"4583","XP_014974718","NUAK2",2594.78715312698,0.315428523562958,0.083444590236834,3.78009554205615,0.000156768190211498,0.00100725432953014,TRUE,"3J4C0","NUAK2","NUAK2_3J4C0"
"4585","XP_014974751","TOB1",897.646992607353,0.0443565791040644,0.0807710366875756,0.549164414908239,0.582892622769616,0.714052580432809,FALSE,"3J9TW","TOB1","TOB1_3J9TW"
"4586","XP_014974754","ANKRD40",525.053306314378,-0.077178936651031,0.0395962254398731,-1.94914883410357,0.0512776532324178,0.121454196019313,FALSE,"3J83B","ANKRD40","ANKRD40_3J83B"
"4589","XP_014974793","EME1",38.1232320479513,-0.146902999137485,0.1104710447565,-1.32978736157777,0.183588341194081,0.320183181172315,FALSE,"3J7DH","EME1","EME1_3J7DH"
